,cellid,sw,ptr,fwhm,es,bs,trough,waveform,phototag,animal,labels,wshape
177,TNC014a-10-4,0.26130666666666663,0.20646015607494012,0.16973999999999997,0.4511341846615092,0.7727133333333334,4943.0,"(-10.314275685556856, -5.878514734836601, 7.762239151847789, 12.496827161018821, 11.634080133291821, 28.43281958002525, 37.74185871054587, 25.290003476493148, 28.776053639797706, 53.988803868758765, 53.30704486512687, 55.449564527180115, 68.3751491564079, 73.2825847151319, 65.69065814112189, 56.498158724175994, 66.67387954685029, 67.08661898821018, 46.45518228878791, 48.878383175390454, 49.49504554280897, 40.4740051875677, 30.724111589159016, 32.764229734758686, 30.92324198271686, 31.380049960252656, 34.96357649264298, 41.25276756331908, 30.12659430583727, 7.654055028845987, 21.814177272438787, 22.25601989051445, 18.2286751536734, 15.011270870619738, 25.74297252816401, 4.402985449576006, -112.70944303159936, -393.82502139971615, -721.5644118482127, -1031.338228370486, -1267.79703526849, -1275.9913463431037, -995.1916250102065, -563.2282854871751, -106.93169502932406, 210.25782298357794, 303.3099854324451, 298.884545655218, 306.2812897164884, 299.73003289708834, 256.28061645917586, 235.38290469549287, 216.37678225152493, 189.33215169979806, 169.0289313427251, 170.79705322166265, 168.23646131276936, 142.79710989522343, 132.59896208200544, 138.02198850406538, 109.67616613726699, 94.33147726154141, 99.50790854155315, 97.1054502172487, 87.44409539442748, 67.92383942925034, 71.65467940143847, 72.90661366890872, 55.95964149635883, 50.38376275228799, 55.87897766952276, 41.49528666350248, 25.62269020269998, 16.411188725250447, 20.860782593604213, 1.981472077642539, -9.04674264217015, 1.9761385409306251, -6.62988431907105, -16.27481120059401, 1.2913579020217305, 0.7186229891214424)",s,Teonancatl,1,NS
178,TNC014a-10-6,0.6108999999999999,0.19830266131608817,0.29574666666666666,0.21080109595467267,0.58466,4865.0,"(37.74094024906485, 60.45119112204318, 35.906569003670995, 18.06605379263319, 43.89861266472564, 58.9632008308806, 34.07876233046086, 32.564230862823116, 63.398530660241775, 52.5605774024468, 33.38927917414288, 44.893537468420206, 62.5222482362201, 30.584302980110692, 29.638589892074325, 47.95399503429806, 52.3094035595939, 23.543700969817042, 38.79577441357566, 50.36451402317028, 37.98881428903027, 20.207575471640652, 46.01970505134041, 43.354119214102994, 26.129744371756196, 24.94551871727759, 40.30039381463498, 34.173336220479364, 17.213329136253183, 35.42937409083232, 50.37049265299971, 27.435728173747442, 19.034147560911467, 40.58484308751121, 20.486934231403257, -28.480430457515368, -60.80807146924612, -142.07677644223125, -316.66729830317144, -462.8303534966262, -505.29662039400534, -476.48673799275247, -467.5713050036662, -399.8708793807291, -333.5359783010382, -289.6570785698017, -259.30461740670273, -186.0189935634665, -140.23056872410717, -122.46966914092783, -80.89658745989281, -10.591584692887164, 15.015107701960556, 27.423285671968383, 80.4227703940851, 111.43340610717381, 106.03505798352484, 115.49761006833751, 149.90096331009914, 139.91503369727735, 121.34975051312573, 127.23505471721631, 144.44089745583244, 106.33723869893734, 92.27404600115271, 112.0012933818587, 110.0489603156719, 86.02703082603462, 91.87549267897931, 104.10433667438252, 82.21355603070764, 50.99314586001443, 68.08310272853832, 76.88342429381966, 35.33410900927491, 26.865155890629275, 47.53656433774351, 32.34833400212909, -4.419535307972573, 8.872956309203033, 16.62580880918405, 3.2290221757050155)",s,Teonancatl,0,RS
180,TNC014a-16-6,0.54694,0.10515216418017043,0.2774333333333333,0.26396147301772965,0.61746,5062.0,"(51.72903279222183, 46.25707754322431, 46.989196352775224, 46.88418530946488, 41.44082464394474, 45.707879614204614, 54.59410143476861, 51.1382282498451, 55.15898615223995, 54.83509025075198, 58.07524578824409, 60.728149311944236, 63.50248989761812, 75.92695042986097, 72.2602089417569, 52.47094001779974, 47.93781626204201, 41.39950982849462, 32.644694006419456, 38.48204485237321, 41.76024286277601, 42.957974683823835, 46.12393485876198, 56.826827614649694, 52.01536869171651, 42.678287218753674, 34.794327636583496, 42.40225166817579, 35.82084033134199, 32.59889599033281, 37.995244444241216, 34.50873705080496, 22.638252884446334, 25.622700927155883, 12.241022289389692, -27.767807544069782, -135.1347764535403, -252.4208334340899, -327.8568864062773, -421.89380016509085, -538.3223945575942, -626.9434429816989, -628.7776712978023, -568.4057572372782, -478.028330363938, -377.26597259762536, -274.4792192609486, -183.76856057652432, -107.6744435261598, -33.33727398087533, 22.362580983810467, 61.17479066380051, 94.79905825933132, 106.52511841856077, 112.29273483262479, 118.16169791041312, 115.12182255028773, 118.69294601784037, 128.0649259340933, 112.54763837666673, 112.12097609562223, 107.48484684381403, 94.72917181876615, 91.8038842111084, 96.68892785375739, 93.02425596641712, 81.30982999181536, 80.3656185213672, 81.44159630710072, 81.31774335577592, 74.32404410214208, 84.34048665982412, 85.95706214913336, 78.42376410204511, 61.34058794521243, 60.3475305598718, 55.12458991352137, 51.701764756087094, 48.11905437423355, 42.61645839919362, 32.053976664102095, 22.491609106162176)",s,Teonancatl,0,RS
181,TNC014a-16-7,0.7606866666666666,0.24930924675121185,0.21538666666666667,0.1867492567699457,0.5586933333333334,5077.0,"(14.002750711091771, 4.751924830070413, 11.410675440508873, 27.698101499781977, 19.943296442214443, 4.3353489167686226, 8.063343541277328, 15.236361671949224, 18.56348218481313, 17.37378226814801, 28.616338228182716, 31.140226311568096, 15.064523548236627, 15.828308617300172, 29.86066273587666, 23.69067056892375, 14.02742115954329, 18.100008880533736, 13.897534406452342, -1.510894296523989, -8.556160966681917, -9.229140034226791, -15.240695607206206, -18.141680462548393, -12.482935046990214, -6.095286490768134, -9.789547634669903, -4.486516068765414, 4.63302681980932, 0.058316792760435734, -3.361392296749053, -6.006827562457956, -10.36869614431058, -11.007684270861917, -16.474456327748907, -22.739653935243723, -26.653895038210393, -32.86777301254404, -60.631855793191605, -102.74668503138273, -205.7227752960729, -310.02061335013906, -323.48065755368776, -278.8333374615756, -238.14905367231455, -191.6981779514147, -157.86105361585498, -131.22799614625006, -98.43929398923203, -87.89520951594427, -68.18598010757724, -48.17181934387928, -32.34291827468734, -14.359446756608843, 5.428445162535423, 2.160625828501904, 24.82698055023073, 43.18741016758106, 60.331829629556665, 75.18016659706139, 87.87236008621002, 87.08835916796265, 95.6281217373249, 87.6116133615725, 97.43880621307095, 101.82967808959432, 90.0542115242128, 82.20239298646305, 81.16421217436555, 75.81966139355893, 75.78873501836598, 69.1414290304035, 56.92774063122214, 54.67766792491589, 40.891209665035774, 31.978365058669656, 24.739133619638707, 19.283515062213795, 7.1915092268724665, 10.993116030371224, 1.1183354333188413, 8.267167419673218)",s,Teonancatl,0,RS
182,TNC014a-34-9,0.55022,0.17939131955729676,0.2621266666666666,0.1895327279053931,0.6401466666666666,4952.0,"(38.780821175459735, 28.303117008704636, 32.68945700572204, 31.44836895941652, 33.97836762724884, 19.997955937749392, 16.915626226706408, 32.679861500555006, 32.46913672401267, 31.431920131611797, 46.506674566035436, 52.11185884746897, 43.66592917876021, 39.157340591337245, 40.10454843457491, 46.54600990784391, 53.110185633608104, 60.695541272320014, 58.34054918285804, 50.61369013333033, 34.92345506513718, 40.31834690890612, 37.746882447140386, 31.447594217913693, 37.869032455912354, 44.98976706900294, 41.02838965013339, 35.54351552609224, 45.423785844868256, 47.48786970219507, 26.484466307575225, 12.192307189623387, 20.750158437127745, 21.946822968357132, 11.461142821797896, -18.157998535313638, -92.84167388613523, -250.88090994915223, -433.90668511376725, -611.7299273114086, -700.7315121479526, -711.8022614435696, -639.6829423100493, -545.1742668459066, -448.43689246520125, -372.16142282041744, -281.8484092470307, -208.70835264660118, -142.43170572609873, -67.48887551538864, -6.790226089584055, 42.12391857253439, 87.01327165822373, 132.18758057657692, 143.5166240509186, 151.30020929024076, 157.12816927204244, 174.3103601574856, 165.3066588512359, 162.36696071421227, 158.63117743424652, 162.90923505552638, 145.7110721648304, 142.9166382315874, 137.63589209759613, 141.34880061076692, 119.87533739732106, 107.1754817674533, 101.43921774779996, 98.58653323115442, 86.86741923330034, 84.95186924876558, 80.3398786989958, 63.91144446697733, 61.97656451219971, 63.585237559185174, 47.30746285272316, 20.643239973573635, 30.022568707203266, 16.37544895523226, 8.501880678788616, 2.971863865265143)",s,Teonancatl,0,RS
183,TNC014a-30-4,0.6341333333333333,0.17697838527372528,0.25912,0.17386810294092114,0.656,4946.0,"(17.84848274338598, 1.4718556657393735, 14.636044872204373, 13.590025798244394, 21.05276496300223, 19.493220758065505, 25.4203442509036, 23.57308000607908, 21.63036692669177, 24.181139117588664, 20.53432677083013, 28.848857073293697, 22.08365513649285, 24.30764494918456, 20.169750353256468, 27.928896042689363, 24.564008585149022, 30.974017466522415, 18.247856159524705, 28.384463217224667, 23.35278339126412, 22.721768774025712, 18.06037996419393, 32.467587255083934, 22.092371845230062, 26.7337270717709, 29.620659667901354, 38.482191045530854, 32.77735860479716, 25.895217073010805, 28.904839874745544, 29.78532053242114, 21.965774095506553, 21.09533859679577, 31.503176534307887, 36.14847637764014, 28.86045409952919, -19.731645265478964, -155.34854603976697, -352.04094032514973, -453.8094864946569, -458.6948078594906, -423.7474916282055, -379.54808824328575, -312.40711112643066, -271.72503681865305, -227.04230547651414, -179.56932167736406, -144.60645548682737, -118.23404374496589, -88.47239153138842, -44.4217737741663, -15.872436970681054, 4.305399011160784, 30.36153908284657, 59.965811065246, 81.22806382445329, 94.24816543788579, 97.20600141367467, 108.47147298243355, 109.27449547487053, 108.04499679402234, 106.01291598769721, 107.40820192393025, 95.01081206980521, 93.46071137216872, 95.37787123719433, 82.15226860480719, 79.06388511399736, 81.08270635492111, 72.99872120328642, 60.711921232802744, 59.632300201496065, 52.96985360646926, 55.034578300914994, 45.9064721681349, 48.965533848778, 41.051762518234355, 28.515157711075467, 24.885719188521318, 25.653446843309542, 12.588340635608835)",s,Teonancatl,0,RS
184,TNC014a-19-5,0.5556866666666667,0.1967830906593748,0.19734666666666667,0.32298375759370956,0.6319466666666667,4921.0,"(11.53460504600677, -0.33377270743328064, 0.7827672189300569, 3.523082663390736, 7.096026471313864, 0.97044753649894, 12.795191845801272, 20.639103528428883, 19.831025912504064, 17.19980259308199, 22.74427851581524, 22.953301078673803, 15.695721252792257, 14.380394722935158, 21.53618304699741, 21.86195483321858, 20.666586934806915, 29.39896566327302, 35.17798802256099, 22.692562966619338, 17.361612683000075, 23.74407390289017, 21.238899235229688, 8.295058522171416, 3.351540213752653, 9.807352758530115, 6.301526005633008, -7.776887385372249, -11.51881052930034, -15.285140898655017, -22.276748911229305, -25.594476528044776, -21.28913586673872, -21.541507834261964, -38.51234078116418, -56.60234917946653, -84.58221232950902, -172.0725731085075, -356.6540367870147, -529.847169966277, -602.8924997293066, -596.6405131292086, -522.02165713152, -386.77633907935495, -249.9849276832603, -144.54775447672273, -73.08511563896857, -16.497274075563784, 33.24553834099493, 61.963118447989544, 91.10528944541478, 108.71189857024177, 120.2528148263637, 132.97792679599542, 139.45714055157177, 134.2903776820181, 133.5575734428288, 138.78867503492378, 133.00364001373032, 129.31243482848248, 125.7150334910874, 119.54141637260392, 110.62156912387985, 101.49548171565819, 93.05314759210378, 91.51456293045871, 87.58972599935696, 74.53863660941293, 64.40129565054426, 61.177704709701274, 57.31786576129382, 52.691780922806494, 42.57945226967184, 31.910881704289316, 24.906070873139644, 25.365021124485487, 14.657733498998198, 6.114208746828066, -1.2655526347320623, -10.921550349633687, -25.103784245303, -28.89225425733049)",s,Teonancatl,1,NS
185,TNC018a-45-2,0.9706066666666667,0.0996073725889129,0.3047666666666667,0.16254172124690824,0.2356133333333333,4963.0,"(50.7130584236522, 55.23159798831616, 53.980091606695915, 49.29772287995314, 50.58366110120154, 56.247061725401096, 47.48706688917176, 43.01280598023144, 53.22339625578488, 53.247943508465305, 50.69554277930431, 55.26527911893027, 51.936228398555606, 50.44745817155242, 42.88802858557235, 51.32699334411923, 59.25340071592698, 53.00629459182605, 46.314715590869966, 51.05770221736227, 39.3342920680835, 33.563523087065256, 38.48443486429517, 39.666069974361186, 39.937475352205134, 42.08770370550084, 40.71581496465911, 38.60087777149411, 34.73197100688095, 31.78818535664881, 34.17862491386139, 25.032408815167777, 15.548672908826923, 16.276571451173893, 5.495278826759635, -24.496008713835945, -69.44807130703589, -134.6416637360072, -219.33751372591857, -298.5463203194733, -359.4487523924667, -370.5054473775415, -337.7970102598307, -286.65401288804713, -241.7469936138237, -203.83645724250113, -174.8528752605497, -144.11668630019392, -115.58829680488239, -100.05808186379024, -85.81638618744441, -69.82352520075712, -62.10978623439191, -46.055429799104694, -31.51069092980686, -17.6357805867696, -14.620887101173283, 2.993822347589539, 28.318200234519693, 47.24211718365107, 55.925460469714814, 63.13813254404905, 72.98004960054084, 76.9511401935981, 83.4113439170384, 88.9406101511063, 93.3388968838348, 85.97616961211557, 80.1824003263427, 88.11756657977836, 93.10165064149832, 81.25463873205607, 68.57652034221191, 65.68728763352279, 59.02693491576571, 53.215458193942325, 57.00285477817672, 49.40912295144761, 45.77426169157204, 48.71827044462745, 46.281148947169896, 41.7928970950745)",s,Teonancatl,0,RS
187,TNC018a-36-3,0.6718533333333333,0.11986399669239231,0.33784000000000003,0.19438430445860666,0.5163266666666666,4951.0,"(35.69572438810009, 36.47286389188284, 45.66762701312464, 47.718960266149296, 46.045794729320924, 44.347046766448486, 46.3516187917309, 53.108400078941656, 52.306267615337546, 48.39408700178367, 50.9907134009039, 56.064992534123355, 61.645761728011756, 66.13185101157039, 61.30208426779836, 58.5552804430697, 62.34025481614422, 64.58582032670785, 52.03078896288276, 48.07397320717293, 50.32418753889907, 52.42024998949836, 50.55098374759651, 52.71521881287464, 49.69179369905127, 44.87955718617652, 42.83737012154369, 47.37410726746029, 49.09865919389154, 50.48993421523684, 48.01686037214042, 46.618387459689956, 44.85348910247898, 30.58116487563747, -15.489557531372503, -108.2496201180105, -205.0899323680177, -271.3113690847684, -336.98476833498455, -416.00092957723996, -476.2106120488846, -482.64453347951996, -446.37336919062676, -398.92775162162326, -341.30827029267084, -282.405472184602, -230.66986249594586, -187.86190572726952, -142.45202704111537, -104.38061384847644, -67.8980175768819, -25.81455557874122, 11.099486858949994, 41.943854441105216, 60.26831976361386, 74.97268121825024, 86.27676093098803, 95.85040275462141, 100.76347033106451, 109.83584523489696, 115.27742520718851, 115.43812248701798, 112.29786224674777, 106.34658113498554, 108.97422592819389, 99.1607522894174, 88.97612363127891, 88.28031007927144, 84.58328752999205, 79.92503679862916, 73.46554285100268, 64.25479411605335, 62.062781874009445, 64.7194997146642, 66.35494306083032, 61.89910875426631, 54.49199470330411, 44.583599591113405, 40.85392264121754, 32.37296343452089, 33.05072177122673, 33.12719757170618)",s,Teonancatl,0,RS
188,TNC018a-31-3,0.31296666666666667,0.19379181382907815,0.16919333333333333,0.36935371054204036,0.7984066666666666,4963.0,"(2.0829180605042263, 0.3922823176776548, 1.5849190681731955, 4.509971912510349, 10.406580094963235, 10.883879301549332, 12.841002463318226, 16.23708056778968, 20.601243481108167, 15.042620783261395, 5.880342618301038, 8.003540559779703, 11.071348489224468, 13.922903484882841, 8.687346719748057, 10.093824369546725, 7.731488531202269, 10.979498151304728, 15.157019963955726, 12.743229438239046, 15.97731173658144, 19.098462685593827, 22.245889760924744, 21.618813087957104, 20.52646646049763, 24.44809837918258, 24.002973110552166, 18.250371767411508, 12.039593410689555, 12.689956171590861, 8.850798391148846, -1.318520226316759, -2.848617449373861, -7.080087349431359, -12.163499129231695, -19.539395954494633, -53.62829379362742, -149.9006802744574, -291.0470135802421, -471.5777214345344, -638.063200262864, -672.2938146547784, -551.2698972603221, -385.8717492201792, -223.48964115107555, -70.92381462127142, 49.46551600743435, 115.47816151392404, 136.16395566081127, 145.33275305091348, 146.3344270658329, 144.99886792303286, 138.9459808666028, 131.91568449598753, 126.11790923155509, 117.0525959128689, 107.46969452381016, 109.62916303778411, 95.72096637607682, 77.91507547277627, 77.32146643909087, 74.68011981826493, 66.59101992215982, 60.69415424267361, 53.17951293278823, 54.81708835191399, 42.186874669951514, 36.46886752485881, 32.503063728445355, 37.25946101462439, 30.448057825025042, 27.428853128781206, 27.86184627452622, 25.467036872496955, 13.36442470437357, 8.394009658055534, 9.005791683209859, 8.089770762328254, -0.084053107206079, 0.2743200769558101, 2.714890317669098, -2.1223423831527675)",a,Teonancatl,1,NS
189,TNC018a-30-3,0.7661533333333334,0.15424159066422422,0.28836666666666666,0.1431194879982447,0.5021133333333334,4976.0,"(27.26691791602817, 29.78615440061626, 33.76671062689522, 32.26791094330911, 32.23906986260549, 29.709492520678477, 30.998475166231827, 31.85530568087112, 44.23926412933678, 39.01962334090145, 30.775649524448628, 20.06660291914524, 22.591738479241215, 28.330306588371144, 28.74155379908853, 20.824723596367527, 24.049057185704097, 18.6137943057248, 18.85817406381224, 16.04143579280928, 20.7728199270597, 26.391568896681182, 26.966928040419507, 25.088146539101714, 19.21447837206541, 24.665183297516954, 24.6995278561291, 27.15678639709422, 32.68624212709901, 26.987188183868657, 19.098928736044535, 22.12078010974531, 19.752071940025893, 19.212148344573563, 28.43036911789603, 47.71611094617334, 59.63876864622764, 42.11775643625111, -53.15749075424109, -206.2975159413211, -320.7828387481313, -344.8339541473724, -319.9713313813094, -293.1554131398662, -261.5666150365863, -229.7753253836675, -201.40190524587442, -170.7866887457272, -139.75998359087103, -109.80207179453114, -84.28321056003242, -67.48363330081231, -45.96355076915068, -23.933152269873084, -3.1126069379086436, 7.7379349403131785, 24.34834058091983, 41.33849334972443, 51.38829141811855, 58.4176464422191, 80.00648227863552, 81.49473374892378, 76.92234546381906, 82.72927071649339, 84.77547045046126, 72.64091230445747, 68.33556973476344, 70.29942121342117, 68.92244949879063, 63.044640974921286, 58.19598505738229, 61.49647366329561, 61.9361007428193, 53.74486186986391, 48.63275389067392, 40.679774628198196, 29.905922638078923, 30.79119701021465, 28.175597209233448, 27.00912294820773, 22.311774091887585, 21.60355058707878)",s,Teonancatl,0,RS
190,TNC018a-29-1,0.69618,0.18107367204268207,0.23916666666666667,0.22578384447993816,0.5135933333333332,4903.0,"(25.91490290754065, 29.48303297392744, 31.358916265275656, 29.411450861690415, 29.069526398653025, 30.40202498097369, 24.857822125370593, 23.81578773114148, 28.594787077831405, 24.103681848599173, 25.271331178524484, 22.02659272762105, 24.58832377811536, 24.555382355243843, 31.38662837120016, 26.73092479284786, 20.287138834514067, 12.924143176351272, 12.980817206327353, 10.296048281778015, 10.908733006318274, 14.63777851932526, 21.992103797022263, 17.050640966066947, 14.702336631838412, 24.17615322330611, 27.471070355372863, 22.026086209942836, 22.910218937962007, 27.62250808419512, 26.99201603527846, 19.80782949142401, 19.30906096215155, 22.434850285301977, 10.77436616746279, -5.313192256538755, -66.3385938499012, -197.17257389992267, -356.2658325790188, -461.6590335090846, -508.95280252999, -491.3777267830273, -435.02435419780676, -344.8131934264784, -267.7147142205645, -208.89934820717633, -156.88749000045, -108.15949858066745, -71.0556988803432, -46.36638352537127, -16.521814687361516, 13.867773989262233, 30.90217541608791, 50.571207072761915, 70.78470902682133, 86.04254198283076, 96.07458537984954, 102.20073555416741, 112.13090398144504, 119.44501560921992, 122.68300728850645, 127.21482631199838, 122.59042906508549, 104.68977979362643, 102.68284948869452, 97.59961488403627, 91.76005755927737, 82.654163142081, 76.95192060336922, 71.51332163960889, 65.05836013574621, 61.217031702554905, 61.8893332827773, 50.27526282126029, 38.79481899483303, 34.86800099688578, 34.22480836991483, 22.615240878849974, 17.339298419087598, 17.66698095385313, 5.068288475382011, -3.8067790155961383)",s,Teonancatl,0,RS
191,TNC018a-22-4,0.7038333333333333,0.15864710918875494,0.2962933333333333,0.11422516721727471,0.46002,4930.0,"(35.88797518439271, 34.3310925268481, 37.95878495520869, 44.51012529714727, 40.87417587667961, 40.09998921036727, 45.08660874260009, 40.6430696208545, 37.538399511196836, 30.46161945373948, 29.211744756356083, 31.187785923481215, 25.568749616653317, 23.823639644395872, 30.181457979735526, 30.611205804080782, 25.95188457723197, 21.032497134165055, 26.022048808491803, 27.799548581206846, 23.134010253541955, 16.24445364378134, 10.129905807418163, 10.709402277930904, 14.551988324023874, 17.03672022006106, 13.74266652883863, 20.85890939769678, 21.22454586944923, 20.10868920967566, 17.590470251999772, 14.809038762286532, 14.883564821280785, 19.06324022426099, 16.327279896561755, 6.73492332466828, -3.5245639977690906, -53.17188911274892, -174.71773014130002, -315.47273485712867, -392.5275193499246, -392.20266686579765, -356.36872691598825, -321.51621471662247, -289.0556109795958, -263.49736204163645, -219.06188030383254, -177.29954495037603, -136.21070291344162, -99.57567004796057, -63.984732477824785, -52.258148075720804, -26.706148042419954, 2.0410614431453933, 19.85329752710827, 34.360398959585865, 58.582224370971765, 75.48865056562559, 84.83957085143786, 93.84489342264935, 103.23453981110433, 106.4884434178883, 111.14654813453203, 103.77880706077725, 100.12518132327963, 97.7256389963405, 85.20015412270699, 85.53870583048712, 83.45127754121395, 76.49785626409832, 70.32843197228462, 70.0629970572665, 57.531545857140785, 47.994074253760445, 43.600579332907785, 42.46105910043581, 35.87551224737808, 29.363937958473098, 26.1763357596023, 22.70270539955849, 23.693046761516516, 16.63735980036984)",s,Teonancatl,0,RS
192,TNC018a-16-3,0.7533066666666667,0.1282043231213363,0.2987533333333333,0.20241946751562123,0.45346,4859.0,"(63.89007525362549, 70.57935260562584, 83.152372208034, 91.65700315781287, 89.96109177538725, 83.03246323293766, 79.01892326526978, 81.79825996402003, 82.98824565305227, 82.87663884298328, 86.35118626442859, 79.91962498067849, 71.46968458030439, 77.03908944873727, 83.62556111637149, 83.86682068136841, 82.02059130788159, 81.74460080196235, 83.10658426665852, 76.62428683644721, 79.72546649039033, 74.38789694293754, 65.97937061077273, 49.5177016530842, 45.21072908034628, 45.70631992396937, 50.692372458691004, 51.95681947244268, 52.71763158250958, 56.14282059936353, 42.590442939928835, 43.20860309081234, 31.495457119711485, -0.030783769604022595, -105.35184964835203, -302.25940826395527, -491.3550614880233, -627.1303419143899, -749.3267097498688, -858.8355501521997, -895.3981711559308, -828.155802300575, -702.7195940368662, -568.6006179313778, -458.64986762722305, -362.65826047131225, -273.29663969928754, -197.39577707168328, -127.32637586565217, -73.72907413758857, -23.864448182004672, 12.326983878137819, 43.91475842471505, 70.23846264728022, 94.17773085331463, 119.14224081731567, 143.67171019578365, 168.05589303283716, 183.71457638016912, 191.447577053926, 193.32473854823323, 198.34592812014893, 205.2310340554449, 201.96996312100603, 198.71263820792228, 191.62899616762363, 181.9789858405953, 170.57256627401395, 157.5097051218523, 153.9503772188084, 148.65456331842202, 128.9522489863289, 113.6834236402621, 109.38807972717714, 98.91621202587716, 91.29781706355158, 78.62289263639894, 67.16143742551327, 56.163450698709156, 44.08893208799349, 37.34788143186647, 17.950298671684262)",s,Teonancatl,0,RS
193,TNC018a-15-6,0.73964,0.11225192072835644,0.3526,0.1720430300456095,0.4059,4969.0,"(69.30007120826158, 72.39443114298852, 70.14291103886157, 63.54396393491811, 61.57602582010986, 61.40751683817021, 59.716842555280294, 56.32239528805757, 48.65255548993991, 52.005693193737244, 45.360169507376916, 42.48433815973122, 51.166547093847015, 50.425140105716956, 40.47845852815771, 38.91484296012008, 46.692635040539535, 55.010179264784576, 54.99582484355644, 47.10792760707347, 47.99485195780139, 41.86497287248829, 39.22667795160418, 40.2183695131922, 40.588466728278306, 33.00540779576778, 36.897652155451944, 39.88368273781485, 37.822008249610654, 39.201165495227535, 38.489721734584585, 38.01627707809101, 32.57946691866111, 10.807964399816328, -44.419517084353714, -148.48422137060734, -254.3873470205942, -327.8900448836454, -388.3734158054967, -473.81850856685645, -562.9263181306735, -582.837784271575, -542.5337906562788, -478.375164427491, -405.50267630999207, -343.7070412186575, -292.16891932038857, -231.36891749076733, -174.04759110607327, -126.82544611412136, -90.67294132963501, -56.00049090321504, -4.028466918471999, 33.082797923331924, 65.76300757037913, 107.79189987848297, 122.27924389828051, 130.1248372257286, 141.58850344417613, 144.52008967819376, 138.2594642718205, 129.4565145983447, 138.71114500394262, 146.83327488407906, 135.06283689168885, 129.40977527810415, 124.0040443671185, 120.06560715936554, 120.52443406196278, 115.63050173866127, 115.0237920770658, 105.19429127029817, 90.57198901005408, 81.97687778609068, 85.14895228459031, 73.3082088768359, 59.3546451908574, 59.27825975967084, 54.12905173904217, 46.46702068747049, 36.75216640220678, 29.384488805590323)",s,Teonancatl,0,RS
194,TNC017a-25-6,0.16646,0.4234080715604977,0.10004,0.28754465205739493,1.1892733333333334,4938.0,"(-32.061746172515356, -24.89823813990613, -20.812282404513617, -21.17442844601586, -21.31522094668725, -22.315199097123244, -22.234895922900172, -9.47483763184491, -17.06554298116255, -17.277522662453315, -25.821278702715794, -24.48730388154752, -29.72608116705072, -24.168083173639783, -29.523771644169187, -42.283596957851096, -40.77799766581664, -28.68740005768892, -16.322217762172613, -17.94285138066739, -12.439688148438188, -11.263101616807525, -15.813451351678216, -19.32108264599849, -21.116326245905192, -25.429498092192322, -29.060899079845388, -34.880814838751085, -27.649515538903547, -31.087255723096725, -32.16427416878328, -23.65079377937469, -26.54702150448341, -32.21314828806903, -34.289349043567434, -39.38578265664567, -29.49259201796453, 2.840095912244361, -47.157829990371994, -280.8164651379917, -527.6558894080666, -530.7261674564224, -305.72734929699027, -40.11947125547602, 124.80744270179522, 197.69337938087207, 197.60833468533409, 184.4223119995314, 162.77532071479715, 150.75737492879486, 138.9984923169309, 125.9486931634728, 112.02799953865521, 92.55643460888903, 73.24402206690701, 63.16078566719605, 53.44674885096254, 40.77193444564552, 38.46636442626004, 34.34005972821655, 25.773040103396607, 25.54532401320062, 25.456928553565444, 17.317869407866787, 14.518160824503507, 15.177815616174469, 19.18684517772042, 12.135259520247589, 8.563067320579123, 11.660275985147884, 12.716891726622242, 7.372919651685866, 7.658363859282554, 2.653227548659006, -3.5224868644161607, -12.458777626054216, -15.425643521417504, -16.883083756003266, -22.491097846450156, -19.409685525193627, -18.858846661954175, -23.328581203797054)",s,Teonancatl,1,NS
195,TNC017a-11-1,0.39032,0.2915601706753446,0.12792,0.2782244056332546,0.71012,4945.0,"(-9.260803653375126, -9.38027992192088, -9.398655026587557, -5.856730839893727, -6.935305113837441, -8.30517064343905, -5.347114437541027, -9.391916896496815, -14.450350996858553, -12.37318148386399, -7.79116407329548, -5.315044663978618, -9.025558560556377, -13.113429705047734, -13.789369916517812, -16.444078139994406, -17.988239706819183, -16.78252560857504, -23.187591786300153, -24.684078436501945, -20.722609335725497, -21.273791185497444, -26.84821297869407, -28.46644538769083, -32.499040175260305, -33.92652963043381, -30.199426032041487, -28.828221141983814, -26.333385728801446, -27.105369120609858, -27.32459878584663, -32.20147994072448, -34.94639518341076, -41.559704156373776, -46.631743239735094, -47.8228252795497, -39.16323935518422, -11.363250588199698, -60.083099991150846, -287.7430043560721, -506.81315620732965, -518.9937238977163, -393.4448519731623, -243.17666191637326, -122.73925330004751, -43.532705291921836, 36.85292159293043, 91.25758359968988, 122.14125179115739, 131.61391012522625, 132.75555360372115, 132.9561865248321, 147.23582085555827, 143.14447473151245, 136.74217108847793, 134.26893642876271, 128.41479972262198, 121.42979144200157, 115.33394272222066, 99.78728464627972, 91.1698476451494, 83.26166100566712, 80.4127524765784, 74.4531479638435, 68.58287130812798, 56.50194413877379, 46.99038579841768, 39.25821333107672, 29.70544152518093, 23.932083002659493, 12.66814834559197, 8.523646252390673, 1.728583715770215, -5.5970337848180804, -8.473202082971568, -12.629918123394278, -16.017179763578373, -24.934985583676585, -34.623334708939666, -33.25222664990697, -36.07166116631499, -43.12163816006581)",s,Teonancatl,1,NS
