,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,d_offset,dc_mod,g_amplitude,g_base,g_kappa,g_offset,gain_mod
0,AMT018a-12-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,80.6975,[0.8940241],[0.00848792],,,,baseline,0.017069557661928005,0.024662462561597646,-0.00020961576012208457,0.00020964858528624785,0.0,1.0646635491318739,0.09268042587542744,0.024468889639788015,-0.02419938516578457,0.0
1,AMT018a-12-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,pupil,-0.014966444709996772,80.6975,[0.8940241],[0.00848792],,,,pupil,-0.015216005427707954,0.02466247076151668,1.4631791488796622e-05,-0.000484847435683293,9.236861625629048e-05,0.04924885136535654,0.09268040252228474,-0.003606799472536654,0.0004516797548935423,-0.0006468861153473368
2,AMT018a-12-2,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,active,0.0035923703956385338,80.6975,[0.8940241],[0.00848792],,,,active,-0.0005313776674655937,0.02466250563368044,-0.002611111579780342,2.8782891677288934e-05,-5.346676200996146e-05,-0.07829166500644753,0.09268039316579187,-0.0034767792677974736,0.0015256785879713798,-0.0002472891373526553
3,TAR010c-18-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,95.0,[0.17824221],[0.03030801],,,,baseline,0.003956123270550319,0.006493134504025927,-0.0024817558621111533,0.0024804223972321594,0.0,0.880907717320399,-0.16528259253882432,-0.05025526908759169,0.04820587432676664,0.0
4,TAR010c-18-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,pupil,-0.02501781377984497,95.0,[0.17824221],[0.03030801],,,,pupil,0.027051988600555327,0.006493176689588981,0.20856342134902298,0.44302722179624343,9.976332101052883e-05,1.1235442398368891,-0.1652822921051244,2.352936119863013,0.3747072543328334,0.004441869080544371
5,TAR010c-18-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,active,0.008360876281321733,95.0,[0.17824221],[0.03030801],,,,active,0.022731131832613022,0.006493216838397582,-0.01684860448066291,-0.025908946905708156,4.945259282004365e-05,0.9044144901126907,-0.1652824709844066,-0.16534903372625193,-0.13679729544720742,0.0044851175071780255
6,TAR010c-19-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,99.4463,[0.7871804],[0.01170493],,,,baseline,0.0006358797348915661,0.000922220413591708,-0.0003898669774722816,0.000389828422094501,0.0,1.0526829808227756,0.07575324647713991,0.019713197330791885,-0.0195863521082314,0.0
7,TAR010c-19-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,pupil,0.0030309400541570167,99.4463,[0.7871804],[0.01170493],,,,pupil,0.0033714453043833794,0.000922220413591708,-0.00011848398507721275,0.00016692977264624406,5.398265086994257e-06,0.013230282386271644,0.07575325324295089,-0.0007177545625023415,-0.0006495142095917529,-0.0003522153090230127
8,TAR010c-19-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,active,-0.00044093201332789705,99.4463,[0.7871804],[0.01170493],,,,active,-0.006016018108032414,0.0009222204355472975,-0.00027338556993347136,0.000352817010173596,-2.98430335698873e-05,0.04661466465654892,0.07575329672783497,0.00026342729637054876,-0.00029970339396801155,-0.00038689478133466714
9,TAR010c-15-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,95.0,[0.3343529],[0.01773595],,,,baseline,0.011583440559836455,0.016799757594632307,0.00045592315438073433,-0.00041422177380258515,0.0,1.0539828015047958,0.07881668189947476,0.019081913109450396,-0.019389076455770583,0.0
10,TAR010c-15-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,pupil,-0.006290402132687757,95.0,[0.3343529],[0.01773595],,,,pupil,-0.024630346784235972,0.016798397371607952,-0.10727944841012922,-0.4226032331675681,-0.00011410130818693724,-0.573253142072055,0.07881484608291991,0.5845584743293151,-0.20890882380396522,-0.0020461809020456577
11,TAR010c-15-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,active,0.002554040972303284,95.0,[0.3343529],[0.01773595],,,,active,0.01529329644299866,0.016799802180312382,-0.0027470318101631966,0.0011296562473320263,7.390569032341823e-05,0.4712305606389129,0.07881374712821773,0.006947564056323218,0.0015404854029464393,0.0029119773842469316
12,TAR010c-14-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,72.5523,[0.6866402],[0.02633905],,,,baseline,0.03039382702073084,0.043906804922537665,-0.0003556483905867896,0.00035609724184613355,0.0,1.0679055102390151,0.09736351833263443,0.025668698078202833,-0.025406373989301567,0.0
13,TAR010c-14-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,pupil,0.006375090499355727,72.5523,[0.6866402],[0.02633905],,,,pupil,-0.019739031178169896,0.04390677854633224,-0.0012795103482510588,-0.011374858068984611,0.0001538155562487546,0.002256881779933688,0.09736349681437803,5.878082567220876e-05,0.0023046737397696194,-0.00026911340995885893
14,TAR010c-14-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,active,-0.0005102797654394411,72.5523,[0.6866402],[0.02633905],,,,active,0.030730494783568135,0.04390678491802365,-0.0012120182319397472,-0.0004435327305009261,0.00011085914109694115,-0.07297034431413026,0.0973634230516929,-0.0018672166436854627,-0.002081646796860774,-8.921076506181515e-05
15,TAR010c-06-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,100.0,[0.62300242],[0.01795587],,,,baseline,0.018146552809014102,0.026217510666632738,-0.0003809364177034819,0.0003809811912823226,0.0,1.0449451091700188,0.06462984004961182,0.01681566617148848,-0.016708491847512538,0.0
16,TAR010c-06-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,pupil,0.0010649722034751794,100.0,[0.62300242],[0.01795587],,,,pupil,-0.007305911124480478,0.026217548945716967,-9.750325781573865e-05,1.142019433839615e-05,3.4596055174640964e-05,0.031708084232020914,0.06462980804945236,-0.0002920050260761985,-0.001532397469580815,-0.00027655261024207606
17,TAR010c-06-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,active,0.0015935621625657102,100.0,[0.62300242],[0.01795587],,,,active,-0.004504189115915401,0.026217502948506416,-0.0005194891745982625,0.00024203683620448033,4.296676260336468e-05,0.10058707282400492,0.06462992287108948,0.0027635813982395804,0.0008189954461059838,0.0007088342075458686
18,BRT039c-03-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,95.0,[0.49833668],[0.02360893],,,,baseline,0.03549364453928182,0.051267391841627305,-0.00010838300417114521,0.0001082635411498652,0.0,1.0530262828104753,0.07649851690107248,0.019608082834826977,-0.019570682585170245,0.0
19,BRT039c-03-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,pupil,0.007901976899053642,95.0,[0.49833668],[0.02360893],,,,pupil,0.009716377854455541,0.0512674743107121,-2.5607459400818674e-05,0.00013031322214455726,-2.8859978497770212e-05,0.03150440281100859,0.0764985371874759,0.0001903083196715968,0.0006826486877287345,-0.0006129356412092948
20,BRT039c-03-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,active,0.0003852912997110016,95.0,[0.49833668],[0.02360893],,,,active,0.0045697952588027065,0.05126748102017807,-0.001018865192229115,0.0001642888616976818,8.766093243050344e-06,0.02961027516683838,0.07649854150446123,-0.0005681362823975555,-0.0003672750478602525,0.0006209698267982372
21,BRT036b-28-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,99.3451,[0.46316514],[0.01037055],,,,baseline,0.02959218289010303,0.04274988340001914,-0.0001181319479350449,0.00011834490621906346,0.0,1.0532956074962603,0.07686369791236633,0.019729069628155318,-0.019682479082313204,0.0
22,BRT036b-28-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,pupil,-0.0028625902754317286,99.3451,[0.46316514],[0.01037055],,,,pupil,-0.004707513597232777,0.04274989045157528,-1.2698214146767067e-05,-0.0003335975267220649,-0.00012787432668073806,0.03107251449816089,0.07686370207875597,-0.0002502829040406922,-0.00020208323202566738,-0.0009320068053285783
23,BRT036b-28-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,active,0.003163392032659216,99.3451,[0.46316514],[0.01037055],,,,active,-0.007574378131476757,0.042749879122100806,-0.00041434833424641986,-2.7312038501404053e-05,3.358617901680254e-06,0.030544453825482133,0.07686369892955958,-0.00042191925705338545,-0.0003341567842592507,-0.00011500421545567339
24,BRT036b-20-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S.new_jk.nf20-basic,st.pup0.beh0,baseline,0.0,96.1531,[0.78582485],[0.01004548],,,,baseline,0.01188528992900483,0.017173844090389436,-0.00039772038018780166,0.0003980284590626753,0.0,1.0641191380764248,0.09209866656151092,0.02408415911303707,-0.023893930136723564,0.0
