cellid,variance,pmax,pnorm_var,var_norm
BRT036b-10-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-11-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-12-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-20-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-21-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-25-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-28-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-29-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-31-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-36-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-38-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-40-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-40-2,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-45-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-46-1,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT036b-46-2,33.35968907464322,86.1079523150839,0.004499201780906037,0.38741705240619756
BRT037b-01-1,15.157133699894443,69.18158143839715,0.003166912838438928,0.2190920384407682
BRT037b-03-1,18.620167294548633,80.4875112452906,0.002874263508002318,0.23134231642226502
BRT037b-10-1,18.620167294548633,80.4875112452906,0.002874263508002318,0.23134231642226502
BRT037b-13-1,18.620167294548633,80.4875112452906,0.002874263508002318,0.23134231642226502
BRT037b-13-2,15.157133699894443,69.18158143839715,0.003166912838438928,0.2190920384407682
BRT037b-15-1,15.157133699894443,69.18158143839715,0.003166912838438928,0.2190920384407682
BRT037b-24-1,15.157133699894443,69.18158143839715,0.003166912838438928,0.2190920384407682
BRT037b-24-2,17.856951965025743,69.18158143839715,0.0037310095400043294,0.25811714033924615
BRT037b-28-1,17.856951965025743,69.18158143839715,0.0037310095400043294,0.25811714033924615
BRT037b-30-1,17.856951965025743,69.18158143839715,0.0037310095400043294,0.25811714033924615
BRT037b-33-1,17.856951965025743,69.18158143839715,0.0037310095400043294,0.25811714033924615
BRT037b-36-1,18.620167294548633,80.4875112452906,0.002874263508002318,0.23134231642226502
BRT037b-36-2,17.856951965025743,69.18158143839715,0.0037310095400043294,0.25811714033924615
BRT037b-43-1,17.856951965025743,69.18158143839715,0.0037310095400043294,0.25811714033924615
BRT037b-48-1,15.157133699894443,69.18158143839715,0.003166912838438928,0.2190920384407682
BRT037b-51-1,15.157133699894443,69.18158143839715,0.003166912838438928,0.2190920384407682
BRT037b-63-1,17.856951965025743,69.18158143839715,0.0037310095400043294,0.25811714033924615
BRT039c-03-1,18.932142566672585,81.17541495729347,0.002873099929672403,0.23322507900492803
BRT039c-24-1,18.932142566672585,81.17541495729347,0.002873099929672403,0.23322507900492803
BRT039c-25-1,18.932142566672585,81.17541495729347,0.002873099929672403,0.23322507900492803
BRT039c-40-1,18.932142566672585,81.17541495729347,0.002873099929672403,0.23322507900492803
BRT039c-45-1,18.932142566672585,81.17541495729347,0.002873099929672403,0.23322507900492803
TAR010c-01-1,151.95864319345299,70.90107142773486,0.030228723694655367,2.1432488978440216
TAR010c-06-1,151.95864319345299,70.90107142773486,0.030228723694655367,2.1432488978440216
TAR010c-07-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-09-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-12-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-14-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-15-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-15-2,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-18-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-19-1,151.95864319345299,70.90107142773486,0.030228723694655367,2.1432488978440216
TAR010c-19-2,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-21-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-21-2,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-22-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-24-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-27-1,151.95864319345299,70.90107142773486,0.030228723694655367,2.1432488978440216
TAR010c-27-2,151.95864319345299,70.90107142773486,0.030228723694655367,2.1432488978440216
TAR010c-30-1,151.95864319345299,70.90107142773486,0.030228723694655367,2.1432488978440216
TAR010c-33-1,151.95864319345299,70.90107142773486,0.030228723694655367,2.1432488978440216
TAR010c-33-2,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-35-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-38-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-43-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-44-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-52-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-54-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
TAR010c-58-1,151.95864319345299,70.90107142773486,0.030228723694655367,2.1432488978440216
TAR010c-60-1,130.2565612649856,62.7493782468015,0.03308116190565468,2.0758223412616066
bbl071d-a1,278.95667781025884,101.55544853806077,0.02704769776750701,2.7468410787010797
bbl071d-a2,278.95667781025884,101.55544853806077,0.02704769776750701,2.7468410787010797
bbl071d-a3,278.95667781025884,101.55544853806077,0.02704769776750701,2.7468410787010797
bbl074g-a1,132.83453258045355,102.98630814743582,0.01252425819339075,1.2898271136225878
bbl078k-a1,86.94277698261946,92.16375720372281,0.010235596692470168,0.9433510484000488
bbl081d-a1,116.5743621860715,81.32458057273584,0.01762622800891662,1.4334455999045532
bbl081d-a2,134.54547663500668,81.32458057273584,0.020343488947867014,1.654425706071372
bbl102d-01-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-13-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-24-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-27-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-29-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-31-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-32-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-33-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-36-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-40-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-52-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-52-2,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
bbl102d-60-1,272.52401781468905,249.39287635515407,0.004381640022021092,1.0927498082447011
ley011c-a1,133.18484733210275,67.62346444185162,0.029124600992132942,1.969506419574619
ley026g-a1,501.22392178352175,108.48529727797526,0.04258827242569925,4.6202013946573794
ley027f-a1,374.8482487044571,123.8693733882396,0.024430232765308386,3.02615762436759
ley027g-a1,666.2927590800432,101.250213120707,0.064993990343925,6.580655373887579
ley027g-a2,666.2927590800432,101.250213120707,0.064993990343925,6.580655373887579
ley034g-a1,118.06491141390191,83.27332734673281,0.017025858097544377,1.4177998547158346
ley035c-a1,154.8607062547335,88.10082470500225,0.019951763485942894,1.757766817430719
ley040j-a1,59.66279743274239,124.34119095276472,0.003858989233482419,0.47983131716510063
ley040k-a1,540.3138422411853,108.45013557892547,0.04593946098651457,4.982140772410261
ley041l-a1,586.9127809297815,98.5947451674955,0.060376235277219116,5.9527795313301715
ley042i-a1,219.18748650567107,98.17642229274448,0.022740570363522172,2.232587839187023
ley046f-01-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-03-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-06-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-08-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-12-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-13-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-21-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-22-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-27-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-28-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-30-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-32-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-38-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-41-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-44-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-55-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-60-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046f-62-1,1110.9805984204995,114.48313530607578,0.08476634260905333,9.704316670313434
ley046g-04-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-11-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-12-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-23-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-30-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-31-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-31-2,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-36-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-37-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-39-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-39-2,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-47-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-53-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-57-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley046g-59-1,569.2340632530596,102.58785741481704,0.0540877557285844,5.548746972571469
ley049h-a1,111.0052735590905,90.3177161477665,0.013608107054951515,1.2290531502975297
ley049h-a2,111.0052735590905,90.3177161477665,0.013608107054951515,1.2290531502975297
