,Unnamed: 0,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,R2,area,sign,experimenter,onBF,SU,animal,task,R2_diff,MIbeh_only,sig_state,sig_any,sig_ubeh,sig_upup,sig_obeh
190,190.0,mar015a-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,98.9,0.4654546549387823,0.016395571959031418,0.07096952088020334,1.1783228612062984,0.0,baseline,0.2166480358041809,A1,TBD,SD,False,True,mar,PTD,0.03625447816516442,-0.3609652860812287,True,True,False,False,False
90,90.0,mar015a-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,98.9,0.4247276275909262,0.017622105861606827,0.06692209701104664,1.0778064764477315,0.0,baseline,0.1803935576390165,A1,TBD,SD,False,False,mar,PTD,0.03625447816516442,-0.3609652860812287,True,True,False,False,False
193,193.0,mar015b-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.006727540929937454,77.6,0.6404702449310605,0.01200559227754119,-0.09458541621323356,0.20251716354777471,0.0,active,0.4102021346420527,A1,TBD,SD,False,True,mar,PTD,0.0025437886378675834,0.023889671160301485,False,True,False,False,False
93,93.0,mar015b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.03061721209023894,77.6,0.6384812808565221,0.011927798613114916,0.0036348555446954773,-0.006241341071154637,0.0,active,0.4076583460041851,A1,TBD,SD,False,False,mar,PTD,0.0025437886378675834,0.023889671160301485,False,True,False,False,False
192,192.0,mar015b-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,77.6,0.6404702449310605,0.01200559227754119,0.4857922087607296,1.0508662058882832,0.0,baseline,0.4102021346420527,A1,TBD,SD,False,True,mar,PTD,0.0025437886378675834,0.023889671160301485,False,True,False,False,False
92,92.0,mar015b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,77.6,0.6384812808565221,0.011927798613114916,0.4763198534153174,1.072475282909752,0.0,baseline,0.4076583460041851,A1,TBD,SD,False,False,mar,PTD,0.0025437886378675834,0.023889671160301485,False,True,False,False,False
195,195.0,mar033c-c1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.11321987987146286,75.4,0.5303071103417623,0.016745954414030855,0.17300893410937662,-0.1689355283631584,0.0,active,0.28122563127903,A1,TBD,SD,False,True,mar,PTD,0.0075019060505515656,0.09285008747249815,False,True,False,False,False
95,95.0,mar033c-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.020369792398964703,75.4,0.5231861286659638,0.014333723817475996,-0.0028542556440458553,-0.020769176500333504,0.0,active,0.27372372522847843,A1,TBD,SD,False,False,mar,PTD,0.0075019060505515656,0.09285008747249815,False,True,False,False,False
194,194.0,mar033c-c1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,75.4,0.5303071103417623,0.016745954414030855,0.2834672045740637,1.0400320094117994,0.0,baseline,0.28122563127903,A1,TBD,SD,False,True,mar,PTD,0.0075019060505515656,0.09285008747249815,False,True,False,False,False
94,94.0,mar033c-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,75.4,0.5231861286659638,0.014333723817475996,0.3137311582579525,1.035523576302911,0.0,baseline,0.27372372522847843,A1,TBD,SD,False,False,mar,PTD,0.0075019060505515656,0.09285008747249815,False,True,False,False,False
197,197.0,mar033c-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.3248720192765457,79.0,0.61178073621054,0.015642385209557862,0.4928918460899567,-0.10273269475039301,0.0,active,0.3742756691983103,A1,TBD,SD,False,False,mar,PTD,0.15228437896247385,0.3038982823563055,True,True,False,False,False
97,97.0,mar033c-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0209737369202402,79.0,0.4711595167624617,0.01828370274574142,0.0002510867569163781,0.003502103701287783,0.0,active,0.22199129023583644,A1,TBD,SD,False,True,mar,PTD,0.15228437896247385,0.3038982823563055,True,True,False,False,False
196,196.0,mar033c-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,79.0,0.61178073621054,0.015642385209557862,0.20507829598382504,0.9550239036339973,0.0,baseline,0.3742756691983103,A1,TBD,SD,False,False,mar,PTD,0.15228437896247385,0.3038982823563055,True,True,False,False,False
96,96.0,mar033c-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,79.0,0.4711595167624617,0.01828370274574142,0.2790182915197166,1.0311127545618262,0.0,baseline,0.22199129023583644,A1,TBD,SD,False,True,mar,PTD,0.15228437896247385,0.3038982823563055,True,True,False,False,False
199,199.0,mar033c-d2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.2507877003781139,98.0,0.7375713580411808,0.012444652011931592,0.4519843630972787,-0.18891854210580947,0.0,active,0.5440115082027117,A1,TBD,SD,False,True,mar,PTD,0.07429157085574029,0.24576103316385495,True,True,False,False,False
99,99.0,mar033c-d2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0050266672142589225,98.0,0.6853611729205058,0.01203463416256292,0.00039182500450500384,-0.01139371472336077,0.0,active,0.46971993734697143,A1,TBD,SD,False,False,mar,PTD,0.07429157085574029,0.24576103316385495,True,True,False,False,False
198,198.0,mar033c-d2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,98.0,0.7375713580411808,0.012444652011931592,-0.013895241618318096,0.995861792357818,0.0,baseline,0.5440115082027117,A1,TBD,SD,False,True,mar,PTD,0.07429157085574029,0.24576103316385495,True,True,False,False,False
98,98.0,mar033c-d2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,98.0,0.6853611729205058,0.01203463416256292,0.048990429416020026,1.0220428351895146,0.0,baseline,0.46971993734697143,A1,TBD,SD,False,False,mar,PTD,0.07429157085574029,0.24576103316385495,True,True,False,False,False
101,101.0,mar036a-b1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.051938907668302094,96.4,0.556017764965293,0.015027613920873609,0.3346260750948243,-0.41171339025395615,0.0,active,0.30915575495699976,A1,TBD,SD,False,False,mar,PTD,0.007811784113890774,0.034345835273086045,False,True,False,False,False
3,3.0,mar036a-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.017593072395216052,96.4,0.5489480584200194,0.015027161113448359,-0.002408464806477977,-0.0068999102340747895,0.0,active,0.301343970843109,A1,TBD,SD,False,True,mar,PTD,0.007811784113890774,0.034345835273086045,False,True,False,False,False
100,100.0,mar036a-b1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,96.4,0.556017764965293,0.015027613920873609,0.5854067274952307,1.1507222896950777,0.0,baseline,0.30915575495699976,A1,TBD,SD,False,False,mar,PTD,0.007811784113890774,0.034345835273086045,False,True,False,False,False
2,2.0,mar036a-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,96.4,0.5489480584200194,0.015027161113448359,0.6614602883952067,1.0555559112892872,0.0,baseline,0.301343970843109,A1,TBD,SD,False,True,mar,PTD,0.007811784113890774,0.034345835273086045,False,True,False,False,False
175,175.0,mar036a-c1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.029858726965557508,82.5,0.6392303939524229,0.01200653268724803,0.4861056986820246,-0.40264231664788597,0.0,active,0.40861549655256973,A1,TBD,SD,True,True,mar,TIN,0.0073486665416084285,0.014651058450811254,False,True,False,False,False
21,21.0,mar036a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.015207668514746253,82.5,0.6334562573776987,0.012284395371471591,0.08485003507137387,-0.06555781708736748,0.0,active,0.4012668300109613,A1,TBD,SD,True,False,mar,TIN,0.0073486665416084285,0.014651058450811254,False,True,False,False,False
174,174.0,mar036a-c1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,82.5,0.6392303939524229,0.01200653268724803,0.9825130648913316,1.1415004877451147,0.0,baseline,0.40861549655256973,A1,TBD,SD,True,True,mar,TIN,0.0073486665416084285,0.014651058450811254,False,True,False,False,False
20,20.0,mar036a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,82.5,0.6334562573776987,0.012284395371471591,1.0452082579482271,1.0832970479388888,0.0,baseline,0.4012668300109613,A1,TBD,SD,True,False,mar,TIN,0.0073486665416084285,0.014651058450811254,False,True,False,False,False
171,171.0,min020a-b1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.17275866202272214,75.8,0.7679048859816792,0.011671475974226195,0.20898927855385607,0.142739444565846,0.0,active,0.5896779139145357,A1,TBD,SD,True,True,min,TIN,0.024376456792053802,0.16195055727881721,False,True,False,False,False
17,17.0,min020a-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.010808104743904926,75.8,0.7518653184729842,0.011763905612385243,0.003729859486253664,-0.004396524999571781,0.0,active,0.5653014571224819,A1,TBD,SD,True,False,min,TIN,0.024376456792053802,0.16195055727881721,False,True,False,False,False
170,170.0,min020a-b1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,75.8,0.7679048859816792,0.011671475974226195,0.27869784302049794,0.9791353637690584,0.0,baseline,0.5896779139145357,A1,TBD,SD,True,True,min,TIN,0.024376456792053802,0.16195055727881721,False,True,False,False,False
16,16.0,min020a-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,75.8,0.7518653184729842,0.011763905612385243,0.3016196651501707,1.0024440301602495,0.0,baseline,0.5653014571224819,A1,TBD,SD,True,False,min,TIN,0.024376456792053802,0.16195055727881721,False,True,False,False,False
103,103.0,min021a-a1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.12560728419667344,73.2,0.599924751990777,0.018478349172931063,0.05024690762121888,0.1871873263234943,0.0,active,0.35990970805119527,A1,TBD,SD,False,True,min,PTD,0.012005738350018003,0.12607618724964417,False,True,False,False,False
1,1.0,min021a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0004689030529707191,73.2,0.5898338492331355,0.01741462079631275,0.017440965265349027,-0.04130675597855206,0.0,active,0.34790396970117726,A1,TBD,SD,False,False,min,PTD,0.012005738350018003,0.12607618724964417,False,True,False,False,False
102,102.0,min021a-a1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,73.2,0.599924751990777,0.018478349172931063,0.08146832970271183,0.9568164301394732,0.0,baseline,0.35990970805119527,A1,TBD,SD,False,True,min,PTD,0.012005738350018003,0.12607618724964417,False,True,False,False,False
0,0.0,min021a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,73.2,0.5898338492331355,0.01741462079631275,0.0812212228988241,1.0277829508647325,0.0,baseline,0.34790396970117726,A1,TBD,SD,False,False,min,PTD,0.012005738350018003,0.12607618724964417,False,True,False,False,False
179,179.0,min021a-a2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.10455962879100464,99.6,0.5502509913425497,0.030649441623441086,0.10183109774191924,0.05178434346020109,0.0,active,0.30277615347345876,A1,TBD,SD,True,True,min,TIN,0.006758678954271291,0.10208202638759588,False,True,False,False,False
23,23.0,min021a-a2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.002477602403408757,99.6,0.5440748795149317,0.02800707542247141,0.00984585626477495,-0.019763959206103337,0.0,active,0.2960174745191875,A1,TBD,SD,True,True,min,TIN,0.006758678954271291,0.10208202638759588,False,True,False,False,False
178,178.0,min021a-a2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,99.6,0.5502509913425497,0.030649441623441086,0.3135515529916287,0.9915854252823796,0.0,baseline,0.30277615347345876,A1,TBD,SD,True,True,min,TIN,0.006758678954271291,0.10208202638759588,False,True,False,False,False
22,22.0,min021a-a2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,99.6,0.5440748795149317,0.02800707542247141,0.32358998010616913,1.0108694532884337,0.0,baseline,0.2960174745191875,A1,TBD,SD,True,True,min,TIN,0.006758678954271291,0.10208202638759588,False,True,False,False,False
105,105.0,min021a-c1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.20070602748353247,76.8,0.6123562432733698,0.014136306418277263,0.2840434138258063,0.3137259642739564,0.0,active,0.37498016867587447,A1,TBD,SD,False,False,min,PTD,0.06382400468258731,0.19669324725309761,True,True,False,False,False
7,7.0,min021a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.004012780230434849,76.8,0.557813735930989,0.014680679130622572,0.0033818056577579565,-0.001436062460649912,0.0,active,0.31115616399328716,A1,TBD,SD,False,True,min,PTD,0.06382400468258731,0.19669324725309761,True,True,False,False,False
104,104.0,min021a-c1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,76.8,0.6123562432733698,0.014136306418277263,0.4505024835082371,0.94849341698422,0.0,baseline,0.37498016867587447,A1,TBD,SD,False,False,min,PTD,0.06382400468258731,0.19669324725309761,True,True,False,False,False
6,6.0,min021a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,76.8,0.557813735930989,0.014680679130622572,0.4907570029781755,1.0007007574837767,0.0,baseline,0.31115616399328716,A1,TBD,SD,False,True,min,PTD,0.06382400468258731,0.19669324725309761,True,True,False,False,False
177,177.0,min021a-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.0127246830414835,93.6,0.7341124335307491,0.011701269464676546,0.15001677780967065,-0.3273995081528218,0.0,active,0.5389210650644385,A1,TBD,SD,True,False,min,TIN,0.006619864146518939,0.01686140706937348,False,True,False,False,False
27,27.0,min021a-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0041367240278899825,93.6,0.7295897483640512,0.011701551675875423,-0.007278403385619289,0.03510743466722074,0.0,active,0.5323012009179195,A1,TBD,SD,True,False,min,TIN,0.006619864146518939,0.01686140706937348,False,True,False,False,False
176,176.0,min021a-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,93.6,0.7341124335307491,0.011701269464676546,0.19386523773961398,1.048885090460625,0.0,baseline,0.5389210650644385,A1,TBD,SD,True,False,min,TIN,0.006619864146518939,0.01686140706937348,False,True,False,False,False
26,26.0,min021a-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,93.6,0.7295897483640512,0.011701551675875423,0.22062557618048306,0.9805386866097574,0.0,baseline,0.5323012009179195,A1,TBD,SD,True,False,min,TIN,0.006619864146518939,0.01686140706937348,False,True,False,False,False
181,181.0,min022b-a1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.04250297994557154,83.0,0.8160609472299217,0.0066943363676349255,0.23044594600343934,-0.17549810977773844,0.0,active,0.6659554695937971,A1,TBD,SD,True,False,min,TIN,0.0045522513597491265,0.04332547489258126,False,True,False,False,False
29,29.0,min022b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0008224949470097241,83.0,0.8132670030402365,0.0069452921262241896,0.002040705820149517,-0.00872820451491893,0.0,active,0.661403218234048,A1,TBD,SD,True,True,min,TIN,0.0045522513597491265,0.04332547489258126,False,True,False,False,False
180,180.0,min022b-a1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,83.0,0.8160609472299217,0.0066943363676349255,0.15842714451394665,1.032248014816512,0.0,baseline,0.6659554695937971,A1,TBD,SD,True,False,min,TIN,0.0045522513597491265,0.04332547489258126,False,True,False,False,False
28,28.0,min022b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,83.0,0.8132670030402365,0.0069452921262241896,0.19966280636867087,1.004936606103337,0.0,baseline,0.661403218234048,A1,TBD,SD,True,True,min,TIN,0.0045522513597491265,0.04332547489258126,False,True,False,False,False
183,183.0,min022b-b2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.1957008208913493,97.7,0.7780266358039849,0.011209334976939465,0.3223522677821534,-0.21898433452803076,0.0,active,0.6053254460204666,A1,TBD,SD,True,True,min,TIN,0.02805120816529172,0.1919195878131342,False,True,False,False,False
31,31.0,min022b-b2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.003781233078215087,97.7,0.7597856525726021,0.011336631946806978,0.0071385502047452845,0.004877196104742515,0.0,active,0.5772742378551748,A1,TBD,SD,True,True,min,TIN,0.02805120816529172,0.1919195878131342,False,True,False,False,False
182,182.0,min022b-b2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,97.7,0.7780266358039849,0.011209334976939465,0.21293592933252067,1.0398331610776923,0.0,baseline,0.6053254460204666,A1,TBD,SD,True,True,min,TIN,0.02805120816529172,0.1919195878131342,False,True,False,False,False
30,30.0,min022b-b2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,97.7,0.7597856525726021,0.011336631946806978,0.2679358023928087,0.997301586875254,0.0,baseline,0.5772742378551748,A1,TBD,SD,True,True,min,TIN,0.02805120816529172,0.1919195878131342,False,True,False,False,False
185,185.0,min022b-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.04017225228781465,85.4,0.5325694768453747,0.01802596114968937,-0.18373897484662985,-0.4344757824796284,0.0,active,0.2836302476673561,A1,TBD,SD,True,True,min,TIN,0.009583231964289118,-0.040890003858876305,False,True,False,False,False
33,33.0,min022b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0007177515710616545,85.4,0.5234950006476347,0.018780141065984097,0.011587646102094337,-0.025221336241071524,0.0,active,0.274047015703067,A1,TBD,SD,True,True,min,TIN,0.009583231964289118,-0.040890003858876305,False,True,False,False,False
184,184.0,min022b-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,85.4,0.5325694768453747,0.01802596114968937,1.3614173717693263,1.0804166894163452,0.0,baseline,0.2836302476673561,A1,TBD,SD,True,True,min,TIN,0.009583231964289118,-0.040890003858876305,False,True,False,False,False
32,32.0,min022b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.4,0.5234950006476347,0.018780141065984097,1.3208435738566382,1.0142046603556991,0.0,baseline,0.274047015703067,A1,TBD,SD,True,True,min,TIN,0.009583231964289118,-0.040890003858876305,False,True,False,False,False
187,187.0,min023b-b1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.04556778583312539,73.6,0.6676040954732061,0.015502644197971925,0.1176010857025672,-0.04947405635276517,0.0,active,0.44569522829259767,A1,TBD,SD,True,True,min,TIN,0.0019643737215528367,0.04430434452615103,False,True,False,False,False
37,37.0,min023b-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0012634413069743614,73.6,0.6661312592658033,0.0149843598351336,-0.010063305733554571,0.024018790517323148,0.0,active,0.44373085457104483,A1,TBD,SD,True,True,min,TIN,0.0019643737215528367,0.04430434452615103,False,True,False,False,False
186,186.0,min023b-b1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,73.6,0.6676040954732061,0.015502644197971925,0.5951656147972296,1.0077657683276189,0.0,baseline,0.44569522829259767,A1,TBD,SD,True,True,min,TIN,0.0019643737215528367,0.04430434452615103,False,True,False,False,False
36,36.0,min023b-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,73.6,0.6661312592658033,0.0149843598351336,0.6188211464537712,0.9873130575077048,0.0,baseline,0.44373085457104483,A1,TBD,SD,True,True,min,TIN,0.0019643737215528367,0.04430434452615103,False,True,False,False,False
107,107.0,min023b-c2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.3117508181428682,86.2,0.5271639875013863,0.024603477953988883,0.5777243367288889,0.33283338174083965,0.0,active,0.2779018697183617,A1,TBD,SD,False,False,min,PTD,0.12789437889642352,0.303951819679891,True,True,False,False,False
5,5.0,min023b-c2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.007798998462977215,86.2,0.3873080051095487,0.025319839952991644,0.02395414922829797,-0.04984352922601052,0.0,active,0.1500074908219382,A1,TBD,SD,False,False,min,PTD,0.12789437889642352,0.303951819679891,True,True,False,False,False
106,106.0,min023b-c2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,86.2,0.5271639875013863,0.024603477953988883,0.578409216972855,0.9279177837687228,0.0,baseline,0.2779018697183617,A1,TBD,SD,False,False,min,PTD,0.12789437889642352,0.303951819679891,True,True,False,False,False
4,4.0,min023b-c2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,86.2,0.3873080051095487,0.025319839952991644,0.6543784553420252,1.0256868642773522,0.0,baseline,0.1500074908219382,A1,TBD,SD,False,False,min,PTD,0.12789437889642352,0.303951819679891,True,True,False,False,False
191,191.0,min023b-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.3181235018703042,85.6,0.677612580823801,0.018422194610903744,0.7297440378943478,0.3255964725829915,0.0,active,0.4591588096906923,A1,TBD,SD,True,True,min,TIN,0.11502440157680155,0.3193662039437249,True,True,False,False,False
35,35.0,min023b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0012427020734207164,85.6,0.5866297027204561,0.014795583841834797,0.010942016149769257,0.008175644978839516,0.0,active,0.34413440811389073,A1,TBD,SD,True,False,min,TIN,0.11502440157680155,0.3193662039437249,True,True,False,False,False
190,190.0,min023b-d1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,85.6,0.677612580823801,0.018422194610903744,0.4937626326891572,0.949218956176608,0.0,baseline,0.4591588096906923,A1,TBD,SD,True,True,min,TIN,0.11502440157680155,0.3193662039437249,True,True,False,False,False
34,34.0,min023b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.6,0.5866297027204561,0.014795583841834797,0.6025747829760011,0.995441960802964,0.0,baseline,0.34413440811389073,A1,TBD,SD,True,False,min,TIN,0.11502440157680155,0.3193662039437249,True,True,False,False,False
115,115.0,min024b-a1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.272753393634713,70.5,0.8496214933530328,0.007328339886360608,0.5600185153801068,0.253938788630402,0.0,active,0.7218566819674376,A1,TBD,SD,False,True,min,PTD,0.11437942477091612,0.27288698175016485,True,True,False,False,False
13,13.0,min024b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.00013358811545184513,70.5,0.7794082737542125,0.006980326962675196,0.010878252032232728,-0.007223577475970584,0.0,active,0.6074772571965215,A1,TBD,SD,False,False,min,PTD,0.11437942477091612,0.27288698175016485,True,True,False,False,False
114,114.0,min024b-a1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,70.5,0.8496214933530328,0.007328339886360608,0.15281381621363715,0.9523709268852631,0.0,baseline,0.7218566819674376,A1,TBD,SD,False,True,min,PTD,0.11437942477091612,0.27288698175016485,True,True,False,False,False
12,12.0,min024b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,70.5,0.7794082737542125,0.006980326962675196,0.25127607930422124,1.0043450703945926,0.0,baseline,0.6074772571965215,A1,TBD,SD,False,False,min,PTD,0.11437942477091612,0.27288698175016485,True,True,False,False,False
117,117.0,min024b-a2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.18410313080149554,99.7,0.8668254671280289,0.005811949181574293,0.12213010932110074,0.18289980264782515,0.0,active,0.7513863904617255,A1,TBD,SD,False,True,min,PTD,0.021894154839940394,0.18439591010971837,False,True,False,False,False
19,19.0,min024b-a2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0002927793082228194,99.7,0.8541031762157223,0.006988310644485036,-0.004698206429003418,-0.008765532800088852,0.0,active,0.7294922356217851,A1,TBD,SD,False,True,min,PTD,0.021894154839940394,0.18439591010971837,False,True,False,False,False
116,116.0,min024b-a2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,99.7,0.8668254671280289,0.005811949181574293,0.03178431116004686,0.9657295828455308,0.0,baseline,0.7513863904617255,A1,TBD,SD,False,True,min,PTD,0.021894154839940394,0.18439591010971837,False,True,False,False,False
18,18.0,min024b-a2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,99.7,0.8541031762157223,0.006988310644485036,0.057521999802135085,1.0053221872333316,0.0,baseline,0.7294922356217851,A1,TBD,SD,False,True,min,PTD,0.021894154839940394,0.18439591010971837,False,True,False,False,False
109,109.0,min024b-a3,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.2180199668996597,86.4,0.6975619147617995,0.017199829263184852,0.21165397866180072,-0.07908580948529699,0.0,active,0.4865926249261481,A1,TBD,SD,False,True,min,PTD,0.026773708493664616,0.21842117319894774,False,True,False,False,False
9,9.0,min024b-a3,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.000401206299288041,86.4,0.6780994885947662,0.01767658955107342,-0.0113206785166317,0.041764773558184816,0.0,active,0.45981891643248346,A1,TBD,SD,False,True,min,PTD,0.026773708493664616,0.21842117319894774,False,True,False,False,False
