,Unnamed: 0,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,R2,area,sign,experimenter,onBF,SU,animal,task,R2_diff,MIbeh_only,sig_state,sig_any,sig_ubeh,sig_upup,sig_obeh
571,571.0,BRT033b-50-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.1148152605668724,98.4457,0.5150746383490193,0.016462970256001956,-0.0216439304314504,-0.2847402486430544,0.0,active,0.26530188307037306,A1,TBD,DS,TBD,True,BRT,TIN,0.00820767226527025,-0.11461417261343788,False,True,False,False,False
239,239.0,BRT033b-50-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.00020108795343451818,98.4457,0.5070445846324589,0.016186752616228685,-0.00045562050813231065,-0.0034879409672576205,0.0,active,0.2570942108051028,A1,TBD,DS,TBD,True,BRT,TIN,0.00820767226527025,-0.11461417261343788,False,True,False,False,False
570,570.0,BRT033b-50-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,98.4457,0.5150746383490193,0.016462970256001956,0.10500489022846274,1.1428549493710662,0.0,baseline,0.26530188307037306,A1,TBD,DS,TBD,True,BRT,TIN,0.00820767226527025,-0.11461417261343788,False,True,False,False,False
238,238.0,BRT033b-50-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,98.4457,0.5070445846324589,0.016186752616228685,0.09448366142162236,1.0026588746363494,0.0,baseline,0.2570942108051028,A1,TBD,DS,TBD,True,BRT,TIN,0.00820767226527025,-0.11461417261343788,False,True,False,False,False
619,619.0,BRT033b-50-2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.1348221158981501,71.9113,0.5021263450907064,0.014368659233189406,-0.10132429345880704,-0.2539741267615162,0.0,active,0.25213086643415117,A1,TBD,DS,TBD,False,BRT,TIN,0.013720861743320656,-0.13734912981280537,False,True,False,False,False
253,253.0,BRT033b-50-2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.002527013914655268,71.9113,0.488272469724467,0.016425597611378538,-0.0196838655292152,-0.08580020182086558,0.0,active,0.2384100046908305,A1,TBD,DS,TBD,False,BRT,TIN,0.013720861743320656,-0.13734912981280537,False,True,False,False,False
618,618.0,BRT033b-50-2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,71.9113,0.5021263450907064,0.014368659233189406,0.4338601360514268,1.170854388485055,0.0,baseline,0.25213086643415117,A1,TBD,DS,TBD,False,BRT,TIN,0.013720861743320656,-0.13734912981280537,False,True,False,False,False
252,252.0,BRT033b-50-2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,71.9113,0.488272469724467,0.016425597611378538,0.3827536459069813,1.073487485853577,0.0,baseline,0.2384100046908305,A1,TBD,DS,TBD,False,BRT,TIN,0.013720861743320656,-0.13734912981280537,False,True,False,False,False
625,625.0,BRT033b-55-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.5036326379475957,85.0,0.4108564711920071,0.02952893402075222,0.0914746829639839,0.9476288575605162,0.0,active,0.16880303992034854,A1,TBD,DS,TBD,False,BRT,TIN,0.05408088628891122,0.5049500901771842,True,True,False,False,False
255,255.0,BRT033b-55-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0013174522295884758,85.0,0.3387065892943881,0.03065272804737196,0.004908730928058264,0.1666338000291082,0.0,active,0.11472215363143731,A1,TBD,DS,TBD,False,BRT,TIN,0.05408088628891122,0.5049500901771842,True,True,False,False,False
624,624.0,BRT033b-55-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,85.0,0.4108564711920071,0.02952893402075222,0.04487133732989145,0.3628969027076121,0.0,baseline,0.16880303992034854,A1,TBD,DS,TBD,False,BRT,TIN,0.05408088628891122,0.5049500901771842,True,True,False,False,False
254,254.0,BRT033b-55-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.0,0.3387065892943881,0.03065272804737196,0.1016961334696442,0.8540743505869646,0.0,baseline,0.11472215363143731,A1,TBD,DS,TBD,False,BRT,TIN,0.05408088628891122,0.5049500901771842,True,True,False,False,False
635,635.0,BRT034f-02-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.040309598921781487,99.1135,0.7384109165526728,0.006900300185118564,-0.042546779160162126,-0.10431589144264343,0.0,active,0.5452506816841582,A1,TBD,DS,TBD,True,BRT,TIN,0.0014545691110865455,-0.03937017245314867,False,True,False,False,False
285,285.0,BRT034f-02-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0009394264686328123,99.1135,0.7374253267776146,0.006925971835050807,-0.00946644418999233,-0.041322518304401284,0.0,active,0.5437961125730717,A1,TBD,DS,TBD,True,BRT,TIN,0.0014545691110865455,-0.03937017245314867,False,True,False,False,False
634,634.0,BRT034f-02-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,99.1135,0.7384109165526728,0.006900300185118564,0.5331716356986568,1.0598970993913723,0.0,baseline,0.5452506816841582,A1,TBD,DS,TBD,True,BRT,TIN,0.0014545691110865455,-0.03937017245314867,False,True,False,False,False
284,284.0,BRT034f-02-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,99.1135,0.7374253267776146,0.006925971835050807,0.5167159034835855,1.0346441424948971,0.0,baseline,0.5437961125730717,A1,TBD,DS,TBD,True,BRT,TIN,0.0014545691110865455,-0.03937017245314867,False,True,False,False,False
649,649.0,BRT034f-07-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.18896592725079805,98.0718,0.6019570960653132,0.012679015843622854,0.42831098336268936,0.1809643814052479,0.0,active,0.36235234550338474,A1,TBD,DS,TBD,True,BRT,TIN,0.036418664329434136,0.18732176304619072,True,True,False,False,False
261,261.0,BRT034f-07-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0016441642046073216,98.0718,0.5709060178119956,0.00934812896007288,-0.015332037958191788,-0.028934167549223094,0.0,active,0.3259336811739506,A1,TBD,DS,TBD,True,BRT,TIN,0.036418664329434136,0.18732176304619072,True,True,False,False,False
648,648.0,BRT034f-07-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,98.0718,0.6019570960653132,0.012679015843622854,0.9528686572149836,0.9079602236295368,0.0,baseline,0.36235234550338474,A1,TBD,DS,TBD,True,BRT,TIN,0.036418664329434136,0.18732176304619072,True,True,False,False,False
260,260.0,BRT034f-07-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,98.0718,0.5709060178119956,0.00934812896007288,1.1808787745642289,1.0230612805952075,0.0,baseline,0.3259336811739506,A1,TBD,DS,TBD,True,BRT,TIN,0.036418664329434136,0.18732176304619072,True,True,False,False,False
637,637.0,BRT034f-33-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.07381141554508143,98.9583,0.5146727706651577,0.013714894707134287,0.14734599137093932,0.1321932377082568,0.0,active,0.26488806086415,A1,TBD,DS,TBD,True,BRT,TIN,0.007366896291629732,0.07442027650690217,False,True,False,False,False
259,259.0,BRT034f-33-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0006088609618207412,98.9583,0.5074654318990804,0.013631069115839977,0.026165453535422385,0.031248804116155993,0.0,active,0.2575211645725203,A1,TBD,DS,TBD,True,BRT,TIN,0.007366896291629732,0.07442027650690217,False,True,False,False,False
636,636.0,BRT034f-33-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,98.9583,0.5146727706651577,0.013714894707134287,0.9505732887181172,0.9340763590492708,0.0,baseline,0.26488806086415,A1,TBD,DS,TBD,True,BRT,TIN,0.007366896291629732,0.07442027650690217,False,True,False,False,False
258,258.0,BRT034f-33-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,98.9583,0.5074654318990804,0.013631069115839977,1.0040323564307685,0.9755414709883296,0.0,baseline,0.2575211645725203,A1,TBD,DS,TBD,True,BRT,TIN,0.007366896291629732,0.07442027650690217,False,True,False,False,False
631,631.0,BRT034f-34-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.1297708850614699,98.8628,0.6260621054704617,0.015578715929556999,0.20978581889768635,0.1989378084371196,0.0,active,0.39195375990610754,A1,TBD,DS,TBD,True,BRT,TIN,0.03500363307097426,0.13305161707735047,False,True,False,False,False
269,269.0,BRT034f-34-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.003280732015880575,98.8628,0.5974530331625518,0.014848064460851162,0.003596901234776885,0.011605240189454556,0.0,active,0.3569501268351333,A1,TBD,DS,TBD,True,BRT,TIN,0.03500363307097426,0.13305161707735047,False,True,False,False,False
630,630.0,BRT034f-34-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,98.8628,0.6260621054704617,0.015578715929556999,0.6316475489702809,0.9022639896811476,0.0,baseline,0.39195375990610754,A1,TBD,DS,TBD,True,BRT,TIN,0.03500363307097426,0.13305161707735047,False,True,False,False,False
268,268.0,BRT034f-34-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,98.8628,0.5974530331625518,0.014848064460851162,0.7346876063148499,0.9905489419664784,0.0,baseline,0.3569501268351333,A1,TBD,DS,TBD,True,BRT,TIN,0.03500363307097426,0.13305161707735047,False,True,False,False,False
669,669.0,BRT036b-01-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.12568858411379058,85.0,0.8063151260829118,0.01439528364271655,0.34965467714122844,0.2319911667239943,0.0,active,0.6501440825501019,A1,TBD,DS,TBD,False,BRT,TIN,0.059532235348915385,0.12520239454444,True,True,False,False,False
273,273.0,BRT036b-01-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0004861895693505921,85.0,0.7685127501877809,0.010638425423345914,0.013649544233853294,0.001612544646483661,0.0,active,0.5906118472011865,A1,TBD,DS,TBD,False,BRT,TIN,0.059532235348915385,0.12520239454444,True,True,False,False,False
668,668.0,BRT036b-01-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,85.0,0.8063151260829118,0.01439528364271655,1.2109903160377131,0.9027921772927672,0.0,baseline,0.6501440825501019,A1,TBD,DS,TBD,False,BRT,TIN,0.059532235348915385,0.12520239454444,True,True,False,False,False
272,272.0,BRT036b-01-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.0,0.7685127501877809,0.010638425423345914,1.3471297105603213,0.9987657438216831,0.0,baseline,0.5906118472011865,A1,TBD,DS,TBD,False,BRT,TIN,0.059532235348915385,0.12520239454444,True,True,False,False,False
677,677.0,BRT036b-06-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.06493468377890492,95.0,0.4418841199993631,0.01868398301709821,0.0898336207968767,0.3037467860369593,0.0,active,0.19526157550761153,A1,TBD,DS,TBD,True,BRT,TIN,0.003486958070310159,0.059950951917833104,False,True,False,False,False
303,303.0,BRT036b-06-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0049837318610718145,95.0,0.4379207889987656,0.01704915302245506,0.0038347311252391256,0.014413973187375972,0.0,active,0.19177461743730137,A1,TBD,DS,TBD,True,BRT,TIN,0.003486958070310159,0.059950951917833104,False,True,False,False,False
676,676.0,BRT036b-06-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,95.0,0.4418841199993631,0.01868398301709821,0.3930814633221647,0.8888482530428895,0.0,baseline,0.19526157550761153,A1,TBD,DS,TBD,True,BRT,TIN,0.003486958070310159,0.059950951917833104,False,True,False,False,False
302,302.0,BRT036b-06-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,95.0,0.4379207889987656,0.01704915302245506,0.4234530787029779,0.9902399398193048,0.0,baseline,0.19177461743730137,A1,TBD,DS,TBD,True,BRT,TIN,0.003486958070310159,0.059950951917833104,False,True,False,False,False
647,647.0,BRT036b-07-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.056866622697864584,96.0459,0.7748680192105348,0.02773483911954851,0.014067856098823151,0.08972240776285911,0.0,active,0.6004204471952578,A1,TBD,DS,TBD,True,BRT,TIN,0.0016112880998656598,0.05448333849779563,False,True,False,False,False
275,275.0,BRT036b-07-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.002383284200068955,96.0459,0.7738276029552009,0.027420695331613572,0.007781048581659027,-0.03155021182576166,0.0,active,0.5988091590953921,A1,TBD,DS,TBD,True,BRT,TIN,0.0016112880998656598,0.05448333849779563,False,True,False,False,False
646,646.0,BRT036b-07-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,96.0459,0.7748680192105348,0.02773483911954851,0.059337061347309525,0.96716599207899,0.0,baseline,0.6004204471952578,A1,TBD,DS,TBD,True,BRT,TIN,0.0016112880998656598,0.05448333849779563,False,True,False,False,False
274,274.0,BRT036b-07-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,96.0459,0.7738276029552009,0.027420695331613572,0.05915896630699331,1.0212785077905602,0.0,baseline,0.5988091590953921,A1,TBD,DS,TBD,True,BRT,TIN,0.0016112880998656598,0.05448333849779563,False,True,False,False,False
653,653.0,BRT036b-07-2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.22614173547343885,83.8129,0.3954827110883825,0.024023072128361432,0.22227785329036687,0.8411896183940254,0.0,active,0.15640657476981704,A1,TBD,DS,TBD,False,BRT,TIN,0.03145882545290653,0.22293864694992896,True,True,False,False,False
107,107.0,BRT036b-07-2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0032030885235098928,83.8129,0.3534794892450063,0.012645200152016164,0.016715532956944317,0.05929268773542566,0.0,active,0.12494774931691051,A1,TBD,DS,TBD,False,BRT,TIN,0.03145882545290653,0.22293864694992896,True,True,False,False,False
652,652.0,BRT036b-07-2,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,83.8129,0.3954827110883825,0.024023072128361432,0.2786580178881275,0.6870201408666385,0.0,baseline,0.15640657476981704,A1,TBD,DS,TBD,False,BRT,TIN,0.03145882545290653,0.22293864694992896,True,True,False,False,False
106,106.0,BRT036b-07-2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,83.8129,0.3534794892450063,0.012645200152016164,0.3493511324391807,0.9594522282132706,0.0,baseline,0.12494774931691051,A1,TBD,DS,TBD,False,BRT,TIN,0.03145882545290653,0.22293864694992896,True,True,False,False,False
681,681.0,BRT036b-10-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.2101218695795744,95.0,0.19492502860274874,0.02912034152708605,-0.0016417373617804835,-0.06959829893345637,0.0,active,0.03799576677578242,A1,TBD,DS,TBD,True,BRT,TIN,-0.0008814641618535637,-0.21683968594611194,False,True,False,False,False
279,279.0,BRT036b-10-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.006717816366537534,95.0,0.1971730989197968,0.028658712464068373,-0.00021784529267462752,-0.022152494384766474,0.0,active,0.03887723093763598,A1,TBD,DS,TBD,True,BRT,TIN,-0.0008814641618535637,-0.21683968594611194,False,True,False,False,False
680,680.0,BRT036b-10-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,95.0,0.19492502860274874,0.02912034152708605,0.005839640690797264,1.0345940006366816,0.0,baseline,0.03799576677578242,A1,TBD,DS,TBD,True,BRT,TIN,-0.0008814641618535637,-0.21683968594611194,False,True,False,False,False
278,278.0,BRT036b-10-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,95.0,0.1971730989197968,0.028658712464068373,0.0053715568802618395,1.0130934223726604,0.0,baseline,0.03887723093763598,A1,TBD,DS,TBD,True,BRT,TIN,-0.0008814641618535637,-0.21683968594611194,False,True,False,False,False
477,477.0,BRT036b-11-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.1109723051784488,85.0,0.5946961471632972,0.013378844055461268,-0.155417969196714,-0.28273519813031145,0.0,active,0.35366350745087005,A1,TBD,DS,TBD,False,BRT,TIN,0.020248146969381653,-0.10894132242818383,False,True,False,False,False
293,293.0,BRT036b-11-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.002030982750264976,85.0,0.5774213024140072,0.013571460246728569,-0.012807366406430407,-0.03665050113503628,0.0,active,0.3334153604814884,A1,TBD,DS,TBD,False,BRT,TIN,0.020248146969381653,-0.10894132242818383,False,True,False,False,False
476,476.0,BRT036b-11-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,85.0,0.5946961471632972,0.013378844055461268,0.7218009298889602,1.1013248659616073,0.0,baseline,0.35366350745087005,A1,TBD,DS,TBD,False,BRT,TIN,0.020248146969381653,-0.10894132242818383,False,True,False,False,False
292,292.0,BRT036b-11-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.0,0.5774213024140072,0.013571460246728569,0.6744715351582318,1.0249388480200463,0.0,baseline,0.3334153604814884,A1,TBD,DS,TBD,False,BRT,TIN,0.020248146969381653,-0.10894132242818383,False,True,False,False,False
713,713.0,BRT036b-12-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.4875419669570074,96.1104,0.3709664173793065,0.02020443242952096,0.13876261584442218,1.32725589735085,0.0,active,0.13761608282323784,A1,TBD,DS,TBD,True,BRT,TIN,0.054075074594081896,0.4868733320773045,True,True,False,False,False
295,295.0,BRT036b-12-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0006686348797029297,96.1104,0.28903461424050225,0.011262365802455595,-0.0027263218049949998,-0.029034162390339745,0.0,active,0.08354100822915594,A1,TBD,DS,TBD,True,BRT,TIN,0.054075074594081896,0.4868733320773045,True,True,False,False,False
712,712.0,BRT036b-12-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,96.1104,0.3709664173793065,0.02020443242952096,0.062021325936955175,0.5147964492886713,0.0,baseline,0.13761608282323784,A1,TBD,DS,TBD,True,BRT,TIN,0.054075074594081896,0.4868733320773045,True,True,False,False,False
294,294.0,BRT036b-12-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,96.1104,0.28903461424050225,0.011262365802455595,0.1145751951439382,1.0205410170379143,0.0,baseline,0.08354100822915594,A1,TBD,DS,TBD,True,BRT,TIN,0.054075074594081896,0.4868733320773045,True,True,False,False,False
665,665.0,BRT036b-20-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.17773575014568674,96.1531,0.7969173128915484,0.012173466811969591,-0.02418853760798282,-0.3113128619852962,0.0,active,0.635077203586286,A1,TBD,DS,TBD,True,BRT,TIN,0.01705523643390805,-0.17873656117153988,False,True,False,False,False
103,103.0,BRT036b-20-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0010008110258531355,96.1531,0.7861437318661124,0.009928077182417115,0.0010943072731959991,0.019434081404483414,0.0,active,0.618021967152378,A1,TBD,DS,TBD,True,BRT,TIN,0.01705523643390805,-0.17873656117153988,False,True,False,False,False
664,664.0,BRT036b-20-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,96.1531,0.7969173128915484,0.012173466811969591,0.06663615004207049,1.1134039599839065,0.0,baseline,0.635077203586286,A1,TBD,DS,TBD,True,BRT,TIN,0.01705523643390805,-0.17873656117153988,False,True,False,False,False
102,102.0,BRT036b-20-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,96.1531,0.7861437318661124,0.009928077182417115,0.057133049417437624,0.9868739732361891,0.0,baseline,0.618021967152378,A1,TBD,DS,TBD,True,BRT,TIN,0.01705523643390805,-0.17873656117153988,False,True,False,False,False
709,709.0,BRT036b-21-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,-0.14152877749199938,84.9131,0.3861888899709772,0.012127150851907204,-0.08511700492509723,-0.4341614500262452,0.0,active,0.14914185873701555,A1,TBD,DS,TBD,False,BRT,TIN,0.03238548710306682,-0.14046195778774134,True,True,False,False,False
341,341.0,BRT036b-21-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.001066819704258033,84.9131,0.341696314925913,0.01396751059414847,0.005404167291957935,-0.031743060967706585,0.0,active,0.11675637163394872,A1,TBD,DS,TBD,False,BRT,TIN,0.03238548710306682,-0.14046195778774134,True,True,False,False,False
708,708.0,BRT036b-21-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,84.9131,0.3861888899709772,0.012127150851907204,0.43367052937636974,1.1549657936262272,0.0,baseline,0.14914185873701555,A1,TBD,DS,TBD,False,BRT,TIN,0.03238548710306682,-0.14046195778774134,True,True,False,False,False
340,340.0,BRT036b-21-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,84.9131,0.341696314925913,0.01396751059414847,0.3988382843152213,1.0211105881845506,0.0,baseline,0.11675637163394872,A1,TBD,DS,TBD,False,BRT,TIN,0.03238548710306682,-0.14046195778774134,True,True,False,False,False
671,671.0,BRT036b-25-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.16816737339049315,85.0,0.7242892882712864,0.013205488602567024,0.21973975537486595,0.12347273468302085,0.0,active,0.5245949731045265,A1,TBD,DS,TBD,False,BRT,TIN,0.030362181871483818,0.1689996756613325,False,True,False,False,False
337,337.0,BRT036b-25-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0008323022708393632,85.0,0.7030169210147382,0.0119013295305992,0.021864837292128292,-0.025473834073352887,0.0,active,0.4942327912330427,A1,TBD,DS,TBD,False,BRT,TIN,0.030362181871483818,0.1689996756613325,False,True,False,False,False
670,670.0,BRT036b-25-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,85.0,0.7242892882712864,0.013205488602567024,0.13033122725096927,0.955575942693738,0.0,baseline,0.5245949731045265,A1,TBD,DS,TBD,False,BRT,TIN,0.030362181871483818,0.1689996756613325,False,True,False,False,False
336,336.0,BRT036b-25-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.0,0.7030169210147382,0.0119013295305992,0.19570496060571133,1.0173516923832246,0.0,baseline,0.4942327912330427,A1,TBD,DS,TBD,False,BRT,TIN,0.030362181871483818,0.1689996756613325,False,True,False,False,False
701,701.0,BRT036b-28-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.4536129446562849,99.3451,0.5267047842408024,0.018806574285451183,0.1381770001889623,0.8030912951149398,0.0,active,0.2774179297421502,A1,TBD,DS,TBD,True,BRT,TIN,0.06298965687982122,0.4507302209074139,True,True,False,False,False
357,357.0,BRT036b-28-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.002882723748870993,99.3451,0.4630640051465121,0.009714132375128148,0.0036291445215175717,0.014554880541100625,0.0,active,0.21442827286232896,A1,TBD,DS,TBD,True,BRT,TIN,0.06298965687982122,0.4507302209074139,True,True,False,False,False
700,700.0,BRT036b-28-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,99.3451,0.5267047842408024,0.018806574285451183,0.09124554739582004,0.7059342489381366,0.0,baseline,0.2774179297421502,A1,TBD,DS,TBD,True,BRT,TIN,0.06298965687982122,0.4507302209074139,True,True,False,False,False
356,356.0,BRT036b-28-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,99.3451,0.4630640051465121,0.009714132375128148,0.13922388739671887,0.9902510405305062,0.0,baseline,0.21442827286232896,A1,TBD,DS,TBD,True,BRT,TIN,0.06298965687982122,0.4507302209074139,True,True,False,False,False
697,697.0,BRT036b-29-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,active,0.01854676869543781,80.0487,0.5034326416929007,0.009161073532039815,0.036737240076004,-0.04810130785627215,0.0,active,0.25344442472189255,A1,TBD,DS,TBD,False,BRT,TIN,0.0001652940017974336,0.020532018752096533,False,True,False,False,False
353,353.0,BRT036b-29-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0019852500566587246,80.0487,0.5032684479679758,0.009085012120081837,0.002006671371272222,-0.002458874611009341,0.0,active,0.2532791307200951,A1,TBD,DS,TBD,False,BRT,TIN,0.0001652940017974336,0.020532018752096533,False,True,False,False,False
696,696.0,BRT036b-29-1,psth.fs20-ld-st.beh-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh,baseline,,80.0487,0.5034326416929007,0.009161073532039815,0.3856473368793826,1.017591109168634,0.0,baseline,0.25344442472189255,A1,TBD,DS,TBD,False,BRT,TIN,0.0001652940017974336,0.020532018752096533,False,True,False,False,False
352,352.0,BRT036b-29-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,80.0487,0.5032684479679758,0.009085012120081837,0.3977660049140356,1.0014592572792524,0.0,baseline,0.2532791307200951,A1,TBD,DS,TBD,False,BRT,TIN,0.0001652940017974336,0.020532018752096533,False,True,False,False,False
