cellid,BF,SNR
btn006a-b1,9801.0,4.041698162443422
btn009b-b1,13812.0,2.3127763999433104
btn011a-b1,639.0,2.6721228816329012
btn011c-b1,441.0,3.1870022569193104
btn012c-a1,10810.0,6.1599022583389225
btn012c-b1,7355.0,2.316126325204411
btn014b-a1,9398.0,5.760689885493623
btn015d-b1,18277.0,2.768667009542077
btn015g-a1,1191.0,2.4513403382550485
btn019c-a1,18277.0,13.307117687264888
btn029a-b1,250.0,0.756594202281013
btn030a-b1,473.0,1.2201074109914147
btn044d-b1,6622.0,4.4577758521334605
btn054b-a1,457.0,4.572999871571057
btn059b-a1,3405.0,0.6367414697542968
btn060a-a1,14405.0,4.955403256356822
btn062a-a1,5183.0,13.345605063605083
btn062c-a1,23352.0,3.2567463236351095
btn069b-a1,9075.0,2.641897166902504
btn070a-b1,6906.0,1.2753260629533725
btn071c-a1,2760.0,3.044232873718303
btn072d-a1,1119.0,8.35930927370557
btn073a-a1,473.0,1.114478894808994
btn073b-b1,5219.0,3.9645344271367557
btn073c-a1,5405.0,3.906914432533794
btn074e-b1,8762.0,5.289584262890777
btn075a-b1,211.0,1.795274318646022
btn075c-b1,8762.0,2.4233835226249947
btn077a-a1,972.0,2.7120308552852
btn079d-b1,6622.0,4.203712123594992
btn079e-b1,7355.0,1.5320603737302512
btn086c-a1,6622.0,1.386982837659311
btn088b-a1,13812.0,0.8881343470466019
btn095b-b1,8170.0,2.2915431945659686
btn097a-a1,13812.0,0.28978265135284387
btn104e-a1,12007.0,2.0358785852838768
btn105a-a1,1134.0,1.2343756586834687
btn105c-a1,16454.0,6.703180849880894
btn109b-b1,4832.0,0.18182947698709317
btn109c-a1,17041.0,1.9318456143079756
btn111b-b1,9398.0,5.10167993428538
btn112d-b1,17648.0,3.3044169651717423
btn112e-b1,14814.0,1.2373917754931893
btn114b-b1,486.0,0.9489652253640974
btn114d-b1,18277.0,9.318393778672602
btn116a-b1,441.0,3.1230632211684153
btn117f-a1,7355.0,7.758714115688271
btn118a-b1,473.0,3.65894211633327
btn119a-b1,507.0,1.6210684715592922
btn119b-b1,16454.0,11.001921008719055
btn120a-b1,1095.0,7.160271018884224
btn120b-b1,8461.0,10.35200632517753
btn123a-a1,7407.0,9.860186886411293
btn123b-a1,473.0,1.9185594879695906
btn131a-a1,10810.0,8.283951998281434
btn134a-a1,12007.0,15.724458004452707
btn139c-a1,10810.0,7.238487376123443
btn142b-a1,15888.0,39.25713607788008
btn143b-a1,17648.0,45.77151237963541
mgc001c-a1,1167.0,11.977110980553336
mgc008b-b1,626.0,4.747921513850392
mgc013a-a1,1134.0,1.7818396614944576
mgc015a-a1,600.0,0.8254680577773781
mgc015b-a1,563.0,1.570802826243117
mgc016d-b1,12878.0,4.218110321183437
mgc016e-b1,1014.0,2.816455547126474
mgc028b-b1,12435.0,10.164304163512675
mgc031d-b1,24184.0,10.121040215958262
mgc037b-a1,7459.0,1.4620250476762902
mgc038a-b1,9138.0,1.6859327634399928
mgc049e-b1,17648.0,5.028548365362589
mgc050b-b1,23352.0,5.709927974854128
mgc052e-b1,441.0,5.933059049813918
mgc055a-a1,357.0,0.957116739254211
