,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt
0,TTL038d-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,94.6,0.9016138430950267,0.008014753484731674,0.032043876346106566,1.0003831493482835,0.0,baseline
1,TTL038d-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0025937694748406634,94.6,0.9016138430950267,0.008014753484731674,0.0014087226207502284,-0.0007055758258129173,0.0,active
2,TTL030c-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,92.7,0.6076337349221445,0.014137594329889565,0.11935584000093909,1.0103415240799674,0.0,baseline
3,TTL030c-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0009064238388078848,92.7,0.6076337349221445,0.014137594329889565,0.00048323315726184885,-0.020229614980284437,0.0,active
4,TTL060a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,91.4,0.9052427056914272,0.006126807413894645,1.0024146521264434,0.999922534127688,0.0,baseline
5,TTL060a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0005873497148543381,91.4,0.9052427056914272,0.006126807413894645,-0.016511020868915417,6.245645692794132e-05,0.0,active
6,TTL055d-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,91.6,0.651236708922557,0.018445888545758668,1.448516970255916,0.9561892308064165,0.0,baseline
7,TTL055d-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0005950886417959702,91.6,0.651236708922557,0.018445888545758668,0.008639716515627699,0.07072589550508583,0.0,active
8,TTL054c-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,93.3,0.785341325235122,0.020020085885430434,0.8588334075076854,1.012867592938884,0.0,baseline
9,TTL054c-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0051141148016145355,93.3,0.785341325235122,0.020020085885430434,0.0034408088126490323,-0.028444792380876726,0.0,active
10,TTL038b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,97.3,0.504501972724494,0.03315407057725308,0.18491926755311294,0.8791737687614134,0.0,baseline
11,TTL038b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.004913308041860757,97.3,0.504501972724494,0.03315407057725308,-0.008282283110372542,0.20591763853245118,0.0,active
12,bbl053c-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,95.0,0.545547970767602,0.021771687354977073,0.34449247806572814,0.9849995745987185,0.0,baseline
