,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,g_amplitude,g_base,g_kappa
22,BRT037b-24-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,0.002852594565916262,85.0,[0.22110874],[0.02290509],-8.574723337424796,-4.40314719700662,0.0,PASSIVE_1,0.11138926091620047,0.8081828996641465,2.243979488776824,0.4312202041348739,0.7759607044090095,0.7192628609328391
23,BRT037b-24-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,0.0023345626824952206,85.0,[0.22110874],[0.02290509],8.684479584852541,15.536582345746183,0.0,ACTIVE_2,0.11138926091620047,0.8081828996641465,2.243979488776824,0.4312202041348739,0.7759607044090095,0.7192628609328391
24,BRT037b-24-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_2,0.002130385089746505,85.0,[0.22110874],[0.02290509],-4.352717118494461,1.2383765542058407,0.0,PASSIVE_2,0.11138926091620047,0.8081828996641465,2.243979488776824,0.4312202041348739,0.7759607044090095,0.7192628609328391
25,BRT037b-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,85.0,[0.76577358],[0.01365317],-0.024962328308912256,0.9955432880777426,0.0,baseline,0.26669361385043033,0.17617019404197576,-0.0007032023111617038,0.6255250708755627,0.5511874108129081,0.005513373226324439
26,BRT037b-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.010297166813265061,85.0,[0.76577358],[0.01365317],0.03330542720545176,-0.05572219633544072,0.0,pupil,0.26669361385043033,0.17617019404197576,-0.0007032023111617038,0.6255250708755627,0.5511874108129081,0.005513373226324439
27,BRT037b-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_0,0.002803592410961913,85.0,[0.76577358],[0.01365317],-0.21089058658094487,0.3455621040962305,0.0,ACTIVE_0,0.26669361385043033,0.17617019404197576,-0.0007032023111617038,0.6255250708755627,0.5511874108129081,0.005513373226324439
28,BRT037b-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,-0.0014429204278614877,85.0,[0.76577358],[0.01365317],0.1003644536299437,-0.20083114115316536,0.0,ACTIVE_1,0.26669361385043033,0.17617019404197576,-0.0007032023111617038,0.6255250708755627,0.5511874108129081,0.005513373226324439
29,BRT037b-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,-0.0063912355345245205,85.0,[0.76577358],[0.01365317],-0.04842763178648516,0.2854946050641777,0.0,PASSIVE_1,0.26669361385043033,0.17617019404197576,-0.0007032023111617038,0.6255250708755627,0.5511874108129081,0.005513373226324439
30,BRT026c-25-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,75.4069,[0.3802002],[0.02176606],0.6782660925889947,4.03106552489273,0.0,baseline,0.4131800121486199,0.7479240809400916,-1.490535893824093,0.32505746181897277,0.7624849098374857,5.508461169540419
31,BRT026c-25-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.004332796211084849,75.4069,[0.3802002],[0.02176606],-1.4519502932590391,6.018379196322051,0.0,pupil,0.4131800121486199,0.7479240809400916,-1.490535893824093,0.32505746181897277,0.7624849098374857,5.508461169540419
32,BRT026c-25-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_0,0.0015793379196939806,75.4069,[0.3802002],[0.02176606],-0.17819559912355765,-4.081853920595897,0.0,ACTIVE_0,0.4131800121486199,0.7479240809400916,-1.490535893824093,0.32505746181897277,0.7624849098374857,5.508461169540419
33,BRT026c-25-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,-0.0012230419585143142,75.4069,[0.3802002],[0.02176606],0.38626235807637854,-0.06328357016192332,0.0,ACTIVE_1,0.4131800121486199,0.7479240809400916,-1.490535893824093,0.32505746181897277,0.7624849098374857,5.508461169540419
34,BRT026c-25-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,0.00844170559914862,75.4069,[0.3802002],[0.02176606],-1.2429204854118094,8.813574761657561,0.0,ACTIVE_2,0.4131800121486199,0.7479240809400916,-1.490535893824093,0.32505746181897277,0.7624849098374857,5.508461169540419
35,BRT026c-31-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,99.6483,[0.57224184],[0.01554019],-0.003131305101150484,0.9997126474261215,0.0,baseline,0.06587169440044573,0.0703244788785986,-0.03607188221074489,0.6133559644636679,0.515197100736433,0.07237276558238334
36,BRT026c-31-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.005504248416625323,99.6483,[0.57224184],[0.01554019],0.07719111028342081,0.1887817588467328,0.0,pupil,0.06587169440044573,0.0703244788785986,-0.03607188221074489,0.6133559644636679,0.515197100736433,0.07237276558238334
37,BRT026c-31-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_0,0.003358067337464342,99.6483,[0.57224184],[0.01554019],0.25046092643360224,0.8184430301397885,0.0,ACTIVE_0,0.06587169440044573,0.0703244788785986,-0.03607188221074489,0.6133559644636679,0.515197100736433,0.07237276558238334
38,BRT026c-31-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.0054965625301843825,99.6483,[0.57224184],[0.01554019],0.23728378207976317,0.43651607837256884,0.0,ACTIVE_1,0.06587169440044573,0.0703244788785986,-0.03607188221074489,0.6133559644636679,0.515197100736433,0.07237276558238334
39,BRT026c-31-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,0.005751965892463724,99.6483,[0.57224184],[0.01554019],-0.29550709213584325,0.2380336651101967,0.0,ACTIVE_2,0.06587169440044573,0.0703244788785986,-0.03607188221074489,0.6133559644636679,0.515197100736433,0.07237276558238334
40,BRT026c-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,81.699,[0.55118823],[0.02725576],0.01503690934713447,1.035466416961143,0.0,baseline,0.25937088497311944,0.1830898438911543,-0.0021355379313892156,0.6042161047752466,0.5673925923237192,0.040406752254624284
41,BRT026c-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.004756058292203932,81.699,[0.55118823],[0.02725576],-0.02608828869257459,-0.12259760936471145,0.0,pupil,0.25937088497311944,0.1830898438911543,-0.0021355379313892156,0.6042161047752466,0.5673925923237192,0.040406752254624284
42,BRT026c-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_0,0.0012711024604716277,81.699,[0.55118823],[0.02725576],0.02497509788958341,0.04320932756063966,0.0,ACTIVE_0,0.25937088497311944,0.1830898438911543,-0.0021355379313892156,0.6042161047752466,0.5673925923237192,0.040406752254624284
43,BRT026c-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,-0.0023156892287217925,81.699,[0.55118823],[0.02725576],0.017542746446039603,0.014420802991730014,0.0,ACTIVE_1,0.25937088497311944,0.1830898438911543,-0.0021355379313892156,0.6042161047752466,0.5673925923237192,0.040406752254624284
44,BRT026c-15-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,-0.0017080385147251794,81.699,[0.55118823],[0.02725576],-0.05787872871055209,0.01884264818870765,0.0,ACTIVE_2,0.25937088497311944,0.1830898438911543,-0.0021355379313892156,0.6042161047752466,0.5673925923237192,0.040406752254624284
45,BRT026c-11-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,95.0,[0.30680129],[0.01773038],-0.956002019793807,-0.8461235135845285,0.0,baseline,0.05162329677950743,0.147502035832774,-0.04918057134865047,1.935845247516654,0.3261120038149175,-1.9591016632329552
46,BRT026c-11-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,-0.00842884579792105,95.0,[0.30680129],[0.01773038],0.5464682664524984,0.4098475269527154,0.0,pupil,0.05162329677950743,0.147502035832774,-0.04918057134865047,1.935845247516654,0.3261120038149175,-1.9591016632329552
47,BRT026c-11-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_0,-0.005471597745491436,95.0,[0.30680129],[0.01773038],-2.7895872825278714,-2.1945441370283403,0.0,ACTIVE_0,0.05162329677950743,0.147502035832774,-0.04918057134865047,1.935845247516654,0.3261120038149175,-1.9591016632329552
48,BRT026c-11-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.0024018246032992906,95.0,[0.30680129],[0.01773038],1.095495662726961,0.7829757920457296,0.0,ACTIVE_1,0.05162329677950743,0.147502035832774,-0.04918057134865047,1.935845247516654,0.3261120038149175,-1.9591016632329552
49,BRT026c-11-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,-0.016448787990575586,95.0,[0.30680129],[0.01773038],5.356720966257994,4.5193375588139615,0.0,ACTIVE_2,0.05162329677950743,0.147502035832774,-0.04918057134865047,1.935845247516654,0.3261120038149175,-1.9591016632329552
50,BRT026c-05-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,95.0013,[0.43696097],[0.02037915],0.5985841351444275,2.946416376813432,0.0,baseline,0.48640359295176366,1.302673500232666,-0.12270524827400486,0.47094905874428133,0.6557304036065782,2.324772168653584
51,BRT026c-05-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,-0.0030956722336526214,95.0013,[0.43696097],[0.02037915],-0.16802287654265094,-1.1701834340660011,0.0,pupil,0.48640359295176366,1.302673500232666,-0.12270524827400486,0.47094905874428133,0.6557304036065782,2.324772168653584
52,BRT026c-05-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,-0.002300402563999482,95.0013,[0.43696097],[0.02037915],-0.10549783975804476,-1.4948278266638282,0.0,ACTIVE_1,0.48640359295176366,1.302673500232666,-0.12270524827400486,0.47094905874428133,0.6557304036065782,2.324772168653584
53,BRT026c-05-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,-0.0026709989390643987,95.0013,[0.43696097],[0.02037915],0.27144161256648747,4.630048250080184,0.0,PASSIVE_1,0.48640359295176366,1.302673500232666,-0.12270524827400486,0.47094905874428133,0.6557304036065782,2.324772168653584
54,BRT026c-05-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,-0.0007802490319778022,95.0013,[0.43696097],[0.02037915],0.01655402630969588,1.597213094225318,0.0,ACTIVE_2,0.48640359295176366,1.302673500232666,-0.12270524827400486,0.47094905874428133,0.6557304036065782,2.324772168653584
55,BRT026c-05-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_3,-0.002495061139389804,95.0013,[0.43696097],[0.02037915],-0.6733548786807415,-1.2834443938013482,0.0,ACTIVE_3,0.48640359295176366,1.302673500232666,-0.12270524827400486,0.47094905874428133,0.6557304036065782,2.324772168653584
56,BRT026c-05-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,95.0,[0.50302476],[0.01903135],0.030242601553917513,0.9736685634811713,0.0,baseline,0.1818454497833954,0.11320477702524982,-0.013173430029980815,0.6305794045901669,0.5623882376146083,-0.012574733895583404
57,BRT026c-05-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.003073975191008508,95.0,[0.50302476],[0.01903135],0.07142048339605486,0.23699715342759817,0.0,pupil,0.1818454497833954,0.11320477702524982,-0.013173430029980815,0.6305794045901669,0.5623882376146083,-0.012574733895583404
58,BRT026c-05-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_0,-0.0006349817812136992,95.0,[0.50302476],[0.01903135],0.05465959143894091,0.28189987829118235,0.0,ACTIVE_0,0.1818454497833954,0.11320477702524982,-0.013173430029980815,0.6305794045901669,0.5623882376146083,-0.012574733895583404
59,BRT026c-05-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.0020802624631882276,95.0,[0.50302476],[0.01903135],-0.033103770979229466,-0.12917746866190938,0.0,ACTIVE_1,0.1818454497833954,0.11320477702524982,-0.013173430029980815,0.6305794045901669,0.5623882376146083,-0.012574733895583404
60,BRT026c-05-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,-0.0027863449108769724,95.0,[0.50302476],[0.01903135],-0.05488420396854628,-0.018668464941959124,0.0,ACTIVE_2,0.1818454497833954,0.11320477702524982,-0.013173430029980815,0.6305794045901669,0.5623882376146083,-0.012574733895583404
61,bbl102d-52-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,95.0,[0.71774696],[0.01565966],0.34468882773439385,1.1102598835374606,0.0,baseline,1.007300371874928,2.0951838966749183,0.0008307039910646555,0.5689610700129086,0.5793937557060435,0.09387306932652427
62,bbl102d-52-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.0003917771484478498,95.0,[0.71774696],[0.01565966],-0.01382608030344536,0.04895891964086666,0.0,pupil,1.007300371874928,2.0951838966749183,0.0008307039910646555,0.5689610700129086,0.5793937557060435,0.09387306932652427
63,bbl102d-52-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,-0.0005242066502874359,95.0,[0.71774696],[0.01565966],0.13539610099016453,-0.10298945927037031,0.0,ACTIVE_1,1.007300371874928,2.0951838966749183,0.0008307039910646555,0.5689610700129086,0.5793937557060435,0.09387306932652427
64,bbl102d-52-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,-0.0004823464554557585,95.0,[0.71774696],[0.01565966],0.10099108624254138,0.05551728031314335,0.0,PASSIVE_1,1.007300371874928,2.0951838966749183,0.0008307039910646555,0.5689610700129086,0.5793937557060435,0.09387306932652427
65,bbl102d-52-2,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,-0.001995808863919716,95.0,[0.71774696],[0.01565966],-0.018007953232498163,0.035951276635002694,0.0,ACTIVE_2,1.007300371874928,2.0951838966749183,0.0008307039910646555,0.5689610700129086,0.5793937557060435,0.09387306932652427
66,bbl102d-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,95.0,[0.59422698],[0.00896884],0.061305022246251985,1.0296564243611408,0.0,baseline,0.507170439541248,0.8966616681456937,-0.01190185162550697,0.6117811941196238,0.558783717096393,0.043572469634296666
67,bbl102d-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.013295881777160073,95.0,[0.59422698],[0.00896884],0.013346786638696873,-0.00041215908200841736,0.0,pupil,0.507170439541248,0.8966616681456937,-0.01190185162550697,0.6117811941196238,0.558783717096393,0.043572469634296666
68,bbl102d-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.0017585994913809101,95.0,[0.59422698],[0.00896884],-0.008338887759541818,-0.004630615514877165,0.0,ACTIVE_1,0.507170439541248,0.8966616681456937,-0.01190185162550697,0.6117811941196238,0.558783717096393,0.043572469634296666
69,bbl102d-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,-0.00037856928912987416,95.0,[0.59422698],[0.00896884],0.056597351269290073,-0.1517253417992706,0.0,PASSIVE_1,0.507170439541248,0.8966616681456937,-0.01190185162550697,0.6117811941196238,0.558783717096393,0.043572469634296666
70,bbl102d-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,-0.00460676554396048,95.0,[0.59422698],[0.00896884],-0.00764459968027294,0.23473390232137326,0.0,ACTIVE_2,0.507170439541248,0.8966616681456937,-0.01190185162550697,0.6117811941196238,0.558783717096393,0.043572469634296666
71,bbl102d-13-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,0.0,85.0,[0.77171289],[0.01083202],0.37430716259776603,1.0741339029516077,0.0,baseline,0.964687068407661,2.1263359773045596,-0.04257680172192087,0.578256885146972,0.5709698519460794,0.06972002714745584
