,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt
0,min021a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,73.2,0.5898338492331355,0.01741462079631275,0.0812212228988241,1.0277829508647323,0.0,baseline
1,min021a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0004689030529707192,73.2,0.5898338492331355,0.01741462079631275,0.017440965265349027,-0.04130675597855206,0.0,active
2,mar036a-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,96.4,0.5489480584200194,0.015027161113448359,0.6614602883952067,1.0555559112892872,0.0,baseline
3,mar036a-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.017593072395216052,96.4,0.5489480584200194,0.015027161113448359,-0.0024084648064779776,-0.0068999102340747895,0.0,active
4,min023b-c2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,86.2,0.38730800510954866,0.025319839952991644,0.6543784553420252,1.0256868642773522,0.0,baseline
5,min023b-c2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.007798998462977215,86.2,0.38730800510954866,0.025319839952991644,0.023954149228297972,-0.04984352922601052,0.0,active
6,min021a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,76.8,0.557813735930989,0.014680679130622572,0.4907570029781755,1.0007007574837767,0.0,baseline
7,min021a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.004012780230434849,76.8,0.557813735930989,0.014680679130622572,0.0033818056577579565,-0.001436062460649912,0.0,active
8,min024b-a3,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,86.4,0.6780994885947662,0.01767658955107342,0.17458727476752978,0.974980475361867,0.0,baseline
9,min024b-a3,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.00040120629928804105,86.4,0.6780994885947662,0.01767658955107342,-0.0113206785166317,0.04176477355818481,0.0,active
10,ele027a-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,78.9,0.38132704765476316,0.021694506982305437,1.0677603983679196,0.7256109531108217,0.0,baseline
11,ele027a-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.01082118127202971,78.9,0.38132704765476316,0.021694506982305437,-0.01683794083582376,0.004440204529302027,0.0,active
12,min024b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,70.5,0.7794082737542125,0.006980326962675196,0.25127607930422124,1.0043450703945926,0.0,baseline
13,min024b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.00013358811545184513,70.5,0.7794082737542125,0.006980326962675196,0.010878252032232728,-0.007223577475970584,0.0,active
14,ele027a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,86.1,0.41384321515831435,0.021483982237903765,0.50106992910099,1.0196861702640665,0.0,baseline
15,ele027a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0031388431390747726,86.1,0.41384321515831435,0.021483982237903765,0.014872595309735157,-0.011621694774124395,0.0,active
16,ele061c-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,72.2,0.35481627355027073,0.01684645345429071,0.9430045484440154,0.6078475641420156,0.0,baseline
17,ele061c-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.010919990007113026,72.2,0.35481627355027073,0.01684645345429071,0.005587935993009708,0.023359886575969567,0.0,active
18,min024b-a2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,99.7,0.8541031762157223,0.006988310644485036,0.057521999802135085,1.0053221872333316,0.0,baseline
19,min024b-a2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0002927793082228194,99.7,0.8541031762157223,0.006988310644485036,-0.004698206429003418,-0.008765532800088852,0.0,active
20,ele058b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.6,0.3288426397832677,0.02016941375190744,0.508780106517979,0.8745669122222853,0.0,baseline
21,ele058b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.030216124677920515,85.6,0.3288426397832677,0.02016941375190744,-0.002169393836259882,0.002275440052819351,0.0,active
22,min025b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,77.0,0.6227972514857463,0.011051541718099394,0.47942521689096856,1.0054095201751072,0.0,baseline
23,min025b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0005534817666384493,77.0,0.6227972514857463,0.011051541718099394,0.0010766535120663389,-0.009677580632153309,0.0,active
24,ele080c-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,75.3,0.4924836755625474,0.01824267701540974,0.12103596255751962,1.0317962351055283,0.0,baseline
25,ele080c-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0007687544729320778,75.3,0.4924836755625474,0.01824267701540974,0.0050317918277902555,-0.02072548867892325,0.0,active
26,ele087a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,97.7,0.5339341153436478,0.012369968347311763,0.7289132806055358,0.8584155397433472,0.0,baseline
27,ele087a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.03749497763167159,97.7,0.5339341153436478,0.012369968347311763,-0.0007144057694733375,-0.02925080817043062,0.0,active
28,min040c-b2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,75.1,0.6915266506462494,0.008985929129049967,0.8379038535266432,0.9733180032313065,0.0,baseline
29,min040c-b2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.09574709122573774,75.1,0.6915266506462494,0.008985929129049967,1.852482662143563e-05,0.045448300282674985,0.0,active
30,oni005m-31-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,80.0,0.4517944318382991,0.018335405257225126,0.09256969588749787,0.8868100888879817,0.0,baseline
31,oni005m-31-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.0027907976645996212,80.0,0.4517944318382991,0.018335405257225126,0.00020528209781749143,0.000651323663209675,0.0,active
32,min041c-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,96.1,0.5070199357747962,0.012688514539379435,1.3646938668574065,1.0066651382703524,0.0,baseline
33,min041c-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.03040789585505253,96.1,0.5070199357747962,0.012688514539379435,-0.005348484878816214,-0.011027535675724292,0.0,active
34,mar013b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,81.8,0.44326122074753904,0.012714718373475452,0.07004078447982402,0.9906505784527552,0.0,baseline
35,mar013b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.04566721193861937,81.8,0.44326122074753904,0.012714718373475452,0.0008492235342540948,0.029567365650158918,0.0,active
36,min041c-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,82.0,0.4659043952785235,0.013429726123658442,0.9015421457794137,0.999511110541692,0.0,baseline
37,min041c-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.01228956333842822,82.0,0.4659043952785235,0.013429726123658442,0.005808512537538926,0.0006044594015619166,0.0,active
38,mar011b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,84.3,0.40341741304345247,0.015277533152073385,0.502503114978009,0.8233028504938614,0.0,baseline
39,mar011b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.06739563961570794,84.3,0.40341741304345247,0.015277533152073385,-0.0016747322670907939,0.03730499700663561,0.0,active
40,mar013b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,71.2,0.4365022793053564,0.01741121836285777,0.4502133975264105,0.8739721766410687,0.0,baseline
41,mar013b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.08041276625154073,71.2,0.4365022793053564,0.01741121836285777,-0.017295334090584695,0.10946691240682704,0.0,active
42,oni013a-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,78.1,0.4005953477399033,0.020356732678386887,0.4881174353194363,0.8686633228230392,0.0,baseline
43,oni013a-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.00027998724339009555,78.1,0.4005953477399033,0.020356732678386887,0.009093583919545624,-0.01786847982769956,0.0,active
44,oni015b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,82.6,0.44308046222696207,0.02583018182480911,0.2992116040079053,1.0116717489018252,0.0,baseline
45,oni015b-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.001298152754073311,82.6,0.44308046222696207,0.02583018182480911,-0.0036980436790499138,0.012004058808458618,0.0,active
46,oni015b-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,97.0,0.4719946651136525,0.03902713281025337,0.6986386440243212,1.3019074005963727,0.0,baseline
47,oni015b-b1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,3.481580308352318e-05,97.0,0.4719946651136525,0.03902713281025337,-0.004515589409572424,-0.006925578476797233,0.0,active
48,ele051a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,70.0,0.20794322967344478,0.02375958391328376,0.5370708052113392,0.8135340737674049,0.0,baseline
49,ele051a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.004854942377761846,70.0,0.20794322967344478,0.02375958391328376,0.017821425479904594,0.009786171389332483,0.0,active
50,ele068a-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,70.2,0.43779679063511645,0.016093597825771633,0.23725023026975198,0.9780984373790129,0.0,baseline
51,ele068a-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.016203505331235397,70.2,0.43779679063511645,0.016093597825771633,-0.01635120581150671,0.08325510170491182,0.0,active
52,ele071c-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,80.9,0.3663269957307303,0.015599572376979315,0.7614589548278758,0.6616919321887207,0.0,baseline
53,ele071c-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0021174726505269687,80.9,0.3663269957307303,0.015599572376979315,-0.018501359469298723,0.007430924361658512,0.0,active
54,ele072a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,87.3,0.2945837357894869,0.02070425998346942,0.2612822166009277,0.8014287554306098,0.0,baseline
55,ele072a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.006863083101132139,87.3,0.2945837357894869,0.02070425998346942,-0.0018048968849863744,0.008849497339177939,0.0,active
56,ele086b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,80.8,0.49950187113741756,0.02606972100001625,0.3430885650342359,0.9777026406819889,0.0,baseline
57,ele086b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.03166572705455055,80.8,0.49950187113741756,0.02606972100001625,0.0001517692154852347,-0.033636396422437854,0.0,active
58,ele089b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,90.5,0.5402042487489906,0.016269987887820293,0.5054457637467338,0.9964377892724829,0.0,baseline
59,ele089b-d1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.05891647208088537,90.5,0.5402042487489906,0.016269987887820293,-0.0066325772642335966,-0.12254955115300088,0.0,active
60,ele090b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,78.7,0.4216770174313319,0.014300659569176548,0.5827442608134772,0.9523229989797827,0.0,baseline
61,ele090b-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.06320070101221137,78.7,0.4216770174313319,0.014300659569176548,0.019362971013204305,0.014297199414523065,0.0,active
62,ele088a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,86.3,0.3763314320130966,0.012762087533325717,0.7286491371684756,0.6402489691172166,0.0,baseline
63,ele088a-c1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.04528940023324526,86.3,0.3763314320130966,0.012762087533325717,0.002574643278549499,0.009130246463642213,0.0,active
64,lim045a-09-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.1,0.7811316454796378,0.009428469777872862,1.9879278133828024,0.9934673500078322,0.0,baseline
65,lim045a-09-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.001522979049051491,85.1,0.7811316454796378,0.009428469777872862,-0.007255290609030773,0.007783850159521271,0.0,active
66,lim045a-05-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,75.2,0.4530321522018893,0.015757631040732478,0.7189552853932587,0.9835760787450487,0.0,baseline
67,lim045a-05-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-3.0004129645429462e-05,75.2,0.4530321522018893,0.015757631040732478,0.0030213976479130265,0.022265430133185334,0.0,active
68,lim045a-09-2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,85.2,0.47667756882167334,0.01877181352894508,0.384699464015969,0.9945240340686453,0.0,baseline
69,lim045a-09-2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0008132612991802698,85.2,0.47667756882167334,0.01877181352894508,-0.0006967029212275974,0.00950692817940085,0.0,active
70,lim045a-18-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,73.1,0.5436249315031758,0.013875353877754792,1.0170483131012407,0.9950774890898263,0.0,baseline
71,lim045a-18-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0004455336459528171,73.1,0.5436249315031758,0.013875353877754792,0.0018181354251650436,0.0042975722052209725,0.0,active
72,lim045a-19-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,77.2,0.43389878223416883,0.01743322901447745,0.7010682544845477,0.9681251810284357,0.0,baseline
73,lim045a-19-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0001201328745778496,77.2,0.43389878223416883,0.01743322901447745,0.011333542284642782,0.036111758016094994,0.0,active
74,lim045a-20-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,72.4,0.47866863425312933,0.019447371242223996,0.88923299608552,1.0275070271444577,0.0,baseline
75,lim045a-20-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.001812669442569112,72.4,0.47866863425312933,0.019447371242223996,0.005821920475467038,-0.04019950036673832,0.0,active
76,lim045a-21-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,70.5,0.449814434008839,0.02687988513553774,0.3753785460273561,1.0074554408983745,0.0,baseline
77,lim045a-21-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.00026542493685641026,70.5,0.449814434008839,0.02687988513553774,0.01241179144720076,-0.010268326756417,0.0,active
78,lim045a-27-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,70.4,0.5172838810403618,0.01374679462231741,0.3650447561545247,0.9912980819556315,0.0,baseline
79,lim045a-27-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0007769869430497785,70.4,0.5172838810403618,0.01374679462231741,-0.005492372916098838,0.010153637654376203,0.0,active
80,lim045a-22-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,78.0,0.6714119879404028,0.01592456996349044,0.9398118245653173,0.9939298191092177,0.0,baseline
81,lim045a-22-1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,-0.0002700499032893054,78.0,0.6714119879404028,0.01592456996349044,0.013183880678364799,-0.021068854960995188,0.0,active
82,mar004a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,98.4,0.5012258276628578,0.01948875878201991,0.7710609636987655,1.063110975206905,0.0,baseline
83,mar004a-a1,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,active,0.01876026887138036,98.4,0.5012258276628578,0.01948875878201991,0.007904016764319073,-0.017466244234941457,0.0,active
84,mar012a-c2,psth.fs20-ld-st.beh0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.beh0,baseline,,96.0,0.3506953683617424,0.014460437618809793,0.2752868071447224,0.9248907240757775,0.0,baseline
