,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,d_offset,g_amplitude,g_base,g_kappa,g_offset
0,BRT039c-40-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,baseline,0.0,95.4293,[0.45765443],[0.02725676],,,,baseline,0.09742182484482506,0.14018355240699495,0.010436225540150463,-0.010429201616667674,1.033492829016502,0.050926260500097784,0.009960111049537042,-0.010875213080800045
1,BRT039c-40-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,pupil,0.02360841893281265,95.4293,[0.45765443],[0.02725676],,,,pupil,0.35605011751728044,0.14018087593643774,0.6392144066214022,-1.1222410079660654,1.1229055690734595,0.05092689729856027,0.043571247475816165,-0.8164082658784105
2,BRT039c-40-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_0,-0.006989589743082512,95.4293,[0.45765443],[0.02725676],,,,ACTIVE_0,-0.021627028186753383,0.14018144579258526,-0.1054765400656557,0.012174915725724402,-0.6499256618851218,0.05092604284168001,-0.12275937269615449,-0.04649459286969155
3,BRT039c-40-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1,-0.04846577781074153,95.4293,[0.45765443],[0.02725676],,,,ACTIVE_1,-0.19923357149524604,0.14018027931562188,-0.1166358671329358,0.045354604259212956,0.1074442338589561,0.05092676213711389,-0.34803200865839484,-0.19066706354653845
4,BRT039c-40-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2,-0.013358933623559622,95.4293,[0.45765443],[0.02725676],,,,ACTIVE_2,-0.07945183527387599,0.14018061999439993,-0.10522714511473819,-0.04393475587294393,0.6024035539932975,0.05092690526887039,-0.0027856564547585087,-0.016290645706626552
5,BRT039c-40-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_0Xpup,-0.0004449754968671543,95.4293,[0.45765443],[0.02725676],,,,ACTIVE_0Xpup,-0.06855371723977421,0.14018260230583027,-0.3426128289624561,0.14868216410675592,0.07282368744563514,0.05092681522631455,-0.11551793098465138,-0.17083481537005002
6,BRT039c-40-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1Xpup,0.0,95.4293,[0.45765443],[0.02725676],,,,ACTIVE_1Xpup,-0.5331693503317709,0.1401790885714041,0.6245119836141184,-1.2847392022908086,-0.9823803714435982,0.050927170373972465,1.480464427933163,-0.3644729503345905
7,BRT039c-40-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2Xpup,-0.020720683895518593,95.4293,[0.45765443],[0.02725676],,,,ACTIVE_2Xpup,-0.28177835753781066,0.14018124877257018,1.2381303743750516,-0.7723464064057708,-0.7969134334490737,0.05092632446966372,-0.2441309294786406,0.3708391307038571
8,BRT036b-36-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,baseline,0.0,98.1883,[0.80428719],[0.00770131],,,,baseline,0.010422310512054259,0.015119669324159368,-0.00028683873710669944,0.0002864433234095946,1.046743119094978,0.06958525140406721,0.01530923770502437,-0.01607830026527826
9,BRT036b-36-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,pupil,-0.03345637594734374,98.1883,[0.80428719],[0.00770131],,,,pupil,0.03213301464979381,0.015120234936638083,2.6297689571439142,-0.1838752478200391,-0.8403667542477843,0.06958549198210075,-0.7336312391294514,2.197869163092961
10,BRT036b-36-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1,-0.3260677989863005,98.1883,[0.80428719],[0.00770131],,,,ACTIVE_1,-0.08786902014456639,0.015120249217732463,-0.0553861882714818,-0.04036693628062028,-1.1010190342592003,0.06958512249019405,0.011100555467592272,-0.043753557243061084
11,BRT036b-36-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2,-0.16325222369736475,98.1883,[0.80428719],[0.00770131],,,,ACTIVE_2,-0.06849413445579403,0.015120185450940248,-0.05967040607358555,-0.02529463028387286,-0.48121318251738865,0.06958548855411409,-0.19741530606021135,-0.11653959169763835
12,BRT036b-36-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_3,-0.027547571755070926,98.1883,[0.80428719],[0.00770131],,,,ACTIVE_3,-0.012937044324696303,0.015120343635188114,-0.07408782462050126,-0.026401998107210674,-0.15400059395735866,0.06958511770200815,-0.3064627151448196,-0.14844991632838067
13,BRT036b-36-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1Xpup,-0.3351392744556676,98.1883,[0.80428719],[0.00770131],,,,ACTIVE_1Xpup,-0.05601043483692919,0.01512005602642195,-0.030480718521594667,0.08277802270227284,0.27051602313089296,0.06958523083032742,-0.44168238635245827,-0.19475011672221026
14,BRT036b-36-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2Xpup,-0.17144311177645313,98.1883,[0.80428719],[0.00770131],,,,ACTIVE_2Xpup,-0.06708850655574752,0.015119922454639168,0.026190709273826513,0.30548460632417446,-0.17995404188675052,0.06958439381421393,-0.06534912386742257,0.31633186749499914
15,BRT036b-36-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_3Xpup,-0.025933920516819385,98.1883,[0.80428719],[0.00770131],,,,ACTIVE_3Xpup,-0.07923134965053084,0.01511969825631893,-0.042501327756053205,0.42787604742769947,0.5506227242451854,0.06958516472931778,0.5224510211558734,-0.9989934438001782
16,TAR010c-06-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,baseline,0.0,100.0,[0.7338534],[0.01624408],,,,baseline,0.048423974440855874,0.07079923677004774,-0.00171584749071953,0.0016941971948899264,1.1363024508058788,0.20786013645960089,0.04046781623966123,-0.044347079027544346
17,TAR010c-06-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,pupil,0.2505532740946934,100.0,[0.7338534],[0.01624408],,,,pupil,0.32574553293074693,0.07079975200263142,-0.07753819278697337,1.0907847188705875,1.1413762678062092,0.20786446843505763,1.651622225669719,-1.515420788966191
18,TAR010c-06-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1,0.11835534850985542,100.0,[0.7338534],[0.01624408],,,,ACTIVE_1,0.14662925997431925,0.07080151897062661,-0.39410025577827856,-0.09571830679772568,0.7647551916072101,0.20786189649776424,-0.05404282293516989,-0.14202273661617854
19,TAR010c-06-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2,-0.004084615979378226,100.0,[0.7338534],[0.01624408],,,,ACTIVE_2,0.013491577144612566,0.07079886282623044,-0.31368075787327676,-0.1655772579078961,-1.0440144723691973,0.20786150144483387,0.232045416813978,0.19102013724281153
20,TAR010c-06-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1Xpup,0.08362633396229123,100.0,[0.7338534],[0.01624408],,,,ACTIVE_1Xpup,-0.8765845737048157,0.07079882265061287,-1.186594873520341,0.43823323880689696,-1.573077821473596,0.20786400485712925,0.458215053908862,0.7131433739192771
21,TAR010c-06-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2Xpup,0.0,100.0,[0.7338534],[0.01624408],,,,ACTIVE_2Xpup,-0.6788662208880603,0.07079607407730133,-0.7801136307051991,0.1909745755371015,-1.8228039646621474,0.20786456320015628,1.9134168728722778,-1.4054983128948777
22,BRT036b-46-2,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,baseline,0.0,84.7902,[0.52251978],[0.0156971],,,,baseline,0.07615954277530085,0.11162758483081289,-0.006435612477975526,0.006387735816740467,0.9442818876181833,-0.07904092044371139,-0.021912605384933215,0.021391269759805372
23,BRT036b-46-2,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,pupil,0.029412683745906613,84.7902,[0.52251978],[0.0156971],,,,pupil,0.5626406528899073,0.11163102932363093,-1.0282655597537567,-1.5207114345070503,0.1995636701306297,-0.07904019366535511,0.14537142880298715,-0.7134258399230594
24,BRT036b-46-2,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1,-0.02374746527765976,84.7902,[0.52251978],[0.0156971],,,,ACTIVE_1,-0.22437238473917698,0.11162688751398689,-0.032727698746106385,-0.04306844989704114,0.9926817991865144,-0.0790412305796511,-0.014215059218736736,-0.0068728714818915015
25,BRT036b-46-2,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2,-0.1111225169744425,84.7902,[0.52251978],[0.0156971],,,,ACTIVE_2,-0.3911029469136461,0.1116245166716839,-0.09597140778442524,-0.1279148580979091,0.18338094372102437,-0.07904222879865759,-0.12195701375343752,-0.058814304577329043
26,BRT036b-46-2,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_3,-0.07723639638476075,84.7902,[0.52251978],[0.0156971],,,,ACTIVE_3,-0.3051214276496388,0.11162715122895746,-0.08582307783450882,-0.07313229150213094,0.05291591729082257,-0.07904230708223177,-0.03417702504204034,-0.01767195693610708
27,BRT036b-46-2,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1Xpup,-0.022503094802215486,84.7902,[0.52251978],[0.0156971],,,,ACTIVE_1Xpup,-0.33670060324605433,0.11162821921947932,0.12319902669465584,-0.7015959838264929,0.006806892593296472,-0.0790418353952674,-0.08813242902773431,-0.09244254643975898
28,BRT036b-46-2,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2Xpup,-0.11700318043266847,84.7902,[0.52251978],[0.0156971],,,,ACTIVE_2Xpup,-0.18999858419264126,0.11163016451704841,1.3226932965431493,-0.034744727483999045,0.1833453232971471,-0.07904080760495065,-0.019768056418693385,-0.00931650252911399
29,BRT036b-46-2,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_3Xpup,-0.08044045311481317,84.7902,[0.52251978],[0.0156971],,,,ACTIVE_3Xpup,-0.18898721839435256,0.11162816603705664,0.7412779972428909,0.13947205097505205,0.9951208365056624,-0.07904186102097774,-0.2425902541781809,0.2662942898413611
30,BRT037b-13-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,baseline,0.0,95.0,[0.96887227],[0.00270456],,,,baseline,-0.019343968140680633,-0.02832575087509895,0.0003045376259574883,-0.0003075020469012936,1.0002637268659904,0.0010820605859080408,-0.000616222278620478,0.00033983488524897917
31,BRT037b-13-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,pupil,0.017560485372041853,95.0,[0.96887227],[0.00270456],,,,pupil,-0.03453068945687255,-0.028325707583214416,-0.06404172250880878,0.20504621387545421,0.1618948267055833,0.0010812451301291577,1.125884213707942,-1.186214197486418
32,BRT037b-13-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1,0.10185124096393056,95.0,[0.96887227],[0.00270456],,,,ACTIVE_1,0.4018207744058784,-0.02832578296261795,-0.05202626779391041,0.01903344100794547,0.05167664636864842,0.0010819961193172481,-0.06454323344999888,-0.039907726926350494
33,BRT037b-13-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_2,0.09251074077691471,95.0,[0.96887227],[0.00270456],,,,ACTIVE_2,0.4015913094100112,-0.028325645673911014,0.01999983807896184,0.019712900698922488,-0.10665771468404128,0.0010821414696961552,-0.025473248822373,-0.013366661163659258
34,BRT037b-13-1,psth.fs20.pup-ld-st.pup.afl.pxf-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl.pxf,ACTIVE_1Xpup,0.10300400842439594,95.0,[0.96887227],[0.00270456],,,,ACTIVE_1Xpup,-0.13321716518629007,-0.028325752920289732,-0.10776369264178369,0.0009268000943156738,0.19752157122038316,0.0010816198160992897,0.22316294787980925,-0.014040754110542595
