,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,d_offset,g_amplitude,g_base,g_kappa,g_offset
55,TAR010c-44-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,PASSIVE_1,0.00498727407201556,74.3097,[0.58506023],[0.03219336],,,,PASSIVE_1,-0.02387797297837331,0.11626552075197205,-0.012086479949766814,-0.008636335298783248,0.1731542301867016,-0.006799187458098234,0.007114929470905465,0.0034996890238830443
56,TAR010c-54-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,baseline,0.0,85.0,[0.38849429],[0.02366755],,,,baseline,0.17825007445781738,0.11321218785641225,0.00302237686473947,-0.003033081203780982,1.425944723354028,-0.02676598271523385,-0.010137997604660666,0.009998170240777236
57,TAR010c-54-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,pupil,0.0037530610207114797,85.0,[0.38849429],[0.02366755],,,,pupil,0.011660784347816788,0.11321218795134569,-0.011921979511774117,0.00875273819253863,-0.09272950588102323,-0.02676603916603055,-0.003852038173298941,0.005593189253479952
58,TAR010c-54-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,ACTIVE_0,-0.0006848108467890051,85.0,[0.38849429],[0.02366755],,,,ACTIVE_0,-0.03905658017641662,0.11321201506205505,-0.015964081730815878,-0.011260289700330519,0.15906708052600937,-0.026766306739813263,0.00617685192323635,0.004007435788134235
59,TAR010c-54-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,ACTIVE_1,-0.0015222882382267188,85.0,[0.38849429],[0.02366755],,,,ACTIVE_1,0.05560036291349414,0.11321226566308387,-0.008639341463371279,-0.008399260457861556,0.12876577332928338,-0.026765983194842146,0.0031414164206982594,0.002611818884677169
60,TAR010c-54-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,PASSIVE_1,-0.0011832655396805851,85.0,[0.38849429],[0.02366755],,,,PASSIVE_1,0.01053789958539918,0.1132123188139735,-0.013381005291490755,-0.010869414631871873,0.12397663012795863,-0.026766179991802815,0.0029823593775079025,0.0025191943099704328
61,TAR010c-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,baseline,0.0,95.0,[0.84793391],[0.00937244],,,,baseline,0.12193733977026015,0.031750312763762355,0.00045396490205274994,-0.00045546152237358644,1.4396343743562157,-0.00658463187120784,-0.0031301459740873117,0.0027900860771588243
62,TAR010c-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,pupil,0.002671516810448147,95.0,[0.84793391],[0.00937244],,,,pupil,0.008473064330651363,0.03175044980872091,-0.006623953437052105,-0.004828497846128525,-0.007393799370929033,-0.006584817555834503,-0.005542952622382499,0.0007948541069986532
63,TAR010c-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,ACTIVE_1,0.0010473666024825154,95.0,[0.84793391],[0.00937244],,,,ACTIVE_1,-0.005447077165458626,0.03175050078951855,-0.00628682312621213,-0.004046818717176898,0.023449983341862213,-0.006584699444289686,-0.006111962961996712,-0.0039462263846882974
64,TAR010c-33-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S.snl_jk.nf20-basic.t7,st.pup0.fil0,PASSIVE_1,-0.00041395671582776907,95.0,[0.84793391],[0.00937244],,,,PASSIVE_1,0.015097265263270107,0.03175032337272388,-0.005545828500516306,-0.00346995373499502,0.06821392141939234,-0.00658469970969658,-0.00238354090073838,-0.000578199091768806
