,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,g_amplitude,g_base,g_kappa
1061,ley046g-39-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_2,-0.009277960086393788,95.0,0.5077071325650859,0.08236352711882931,-4.007999460083905,-3.2842744410379034,0.0,ACTIVE_2,2.882344374771223,3.704378285421677,1.3677881447360052,4.5338195622091835,0.5545751124367706,1.5271202978089504
1062,ley046g-39-1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_3,-0.02291833193723481,95.0,0.5077071325650859,0.08236352711882931,-0.7851271005391885,1.4633883711777038,0.0,PASSIVE_3,2.882344374771223,3.704378285421677,1.3677881447360052,4.5338195622091835,0.5545751124367706,1.5271202978089504
1063,ley040k-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,baseline,,99.0,0.845960349824281,0.005939877867203996,-2.3966751844490535,0.6440167284993127,0.0,baseline,2.0966648015143905,1.5364362921769688,1.1380251381725095,1.6747118966691812,-0.5311680050670565,0.34858867698718965
1064,ley040k-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,pupil,-0.023286196703796346,99.0,0.845960349824281,0.005939877867203996,-0.031230233652803484,0.25921658543689846,0.0,pupil,2.0966648015143905,1.5364362921769688,1.1380251381725095,1.6747118966691812,-0.5311680050670565,0.34858867698718965
1065,ley040k-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_1,0.09956811176418061,99.0,0.845960349824281,0.005939877867203996,-3.817155662590122,3.4982749932040917,0.0,ACTIVE_1,2.0966648015143905,1.5364362921769688,1.1380251381725095,1.6747118966691812,-0.5311680050670565,0.34858867698718965
1066,ley040k-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_1,0.2645281750335908,99.0,0.845960349824281,0.005939877867203996,2.5489421416954516,1.753378213374256,0.0,PASSIVE_1,2.0966648015143905,1.5364362921769688,1.1380251381725095,1.6747118966691812,-0.5311680050670565,0.34858867698718965
1067,ley040k-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_2,0.3712262825129032,99.0,0.845960349824281,0.005939877867203996,6.71090217474641,2.7145725720301295,0.0,ACTIVE_2,2.0966648015143905,1.5364362921769688,1.1380251381725095,1.6747118966691812,-0.5311680050670565,0.34858867698718965
1068,ley040k-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_2,0.23252324066836247,99.0,0.845960349824281,0.005939877867203996,2.4289671781705757,1.5575384779415238,0.0,PASSIVE_2,2.0966648015143905,1.5364362921769688,1.1380251381725095,1.6747118966691812,-0.5311680050670565,0.34858867698718965
1069,ley027g-a2,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,baseline,,90.0,0.7446963745128319,0.007440205360800706,-0.7102071971409024,2.0408990155874007,0.0,baseline,1.1560398996017824,0.7818980326645474,-0.6735468850847038,2.095199929565832,-0.9605820480501384,0.7882831141161238
1070,ley027g-a2,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,pupil,-0.03764937063550458,90.0,0.7446963745128319,0.007440205360800706,-0.8050409480373781,0.6500286382832059,0.0,pupil,1.1560398996017824,0.7818980326645474,-0.6735468850847038,2.095199929565832,-0.9605820480501384,0.7882831141161238
1071,ley027g-a2,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_1,-0.05002958498988118,90.0,0.7446963745128319,0.007440205360800706,-0.5414285694406348,-0.7706966464991453,0.0,ACTIVE_1,1.1560398996017824,0.7818980326645474,-0.6735468850847038,2.095199929565832,-0.9605820480501384,0.7882831141161238
1072,ley027g-a2,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_1,0.04380294393561485,90.0,0.7446963745128319,0.007440205360800706,1.065820676685881,-0.027184860250374372,0.0,PASSIVE_1,1.1560398996017824,0.7818980326645474,-0.6735468850847038,2.095199929565832,-0.9605820480501384,0.7882831141161238
1073,ley027g-a2,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_2,-0.008998831306824896,90.0,0.7446963745128319,0.007440205360800706,0.5123841495409378,1.0859310771178805,0.0,ACTIVE_2,1.1560398996017824,0.7818980326645474,-0.6735468850847038,2.095199929565832,-0.9605820480501384,0.7882831141161238
1074,ley027g-a2,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_2,-0.0293405223530956,90.0,0.7446963745128319,0.007440205360800706,-0.0959800205679658,-0.40919099904192563,0.0,PASSIVE_2,1.1560398996017824,0.7818980326645474,-0.6735468850847038,2.095199929565832,-0.9605820480501384,0.7882831141161238
1075,ley040j-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,baseline,,99.0,0.61607747723378,0.022719903629342265,-1.1825741553618205,0.38464147297504303,0.0,baseline,3.5166051058819705,0.36456361989218455,-0.5928377625898047,1.0588927992776724,0.8602484424262131,1.6585046194440796
1076,ley040j-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,pupil,-0.17814335110623247,99.0,0.61607747723378,0.022719903629342265,-0.3183042943523625,0.5207939742080299,0.0,pupil,3.5166051058819705,0.36456361989218455,-0.5928377625898047,1.0588927992776724,0.8602484424262131,1.6585046194440796
1077,ley040j-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_1,-0.3130261802221327,99.0,0.61607747723378,0.022719903629342265,-0.9744305842682934,-3.615188600110712,0.0,ACTIVE_1,3.5166051058819705,0.36456361989218455,-0.5928377625898047,1.0588927992776724,0.8602484424262131,1.6585046194440796
1078,ley040j-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_2,-0.38930998508836034,99.0,0.61607747723378,0.022719903629342265,-2.839976818837288,-3.140954640256205,0.0,ACTIVE_2,3.5166051058819705,0.36456361989218455,-0.5928377625898047,1.0588927992776724,0.8602484424262131,1.6585046194440796
1079,ley040j-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_1,-0.3693276906040277,99.0,0.61607747723378,0.022719903629342265,-4.474776710477654,-0.757223721050973,0.0,PASSIVE_1,3.5166051058819705,0.36456361989218455,-0.5928377625898047,1.0588927992776724,0.8602484424262131,1.6585046194440796
1080,ley035c-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,baseline,,90.0,0.5238905041505596,0.03201687063107126,-6.413286465777114,-10.33410913295332,0.0,baseline,1.0300147693774748,-0.16039181591254184,-4.201122277120669,15.390223257535089,-4.286141694147675,-3.7539524492834646
1081,ley035c-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,pupil,-0.0016259244799195249,90.0,0.5238905041505596,0.03201687063107126,-0.029083472351222096,-8.450106536292001,0.0,pupil,1.0300147693774748,-0.16039181591254184,-4.201122277120669,15.390223257535089,-4.286141694147675,-3.7539524492834646
1082,ley035c-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_1,0.02382608664191009,90.0,0.5238905041505596,0.03201687063107126,0.27434224843928323,16.655381511825063,0.0,ACTIVE_1,1.0300147693774748,-0.16039181591254184,-4.201122277120669,15.390223257535089,-4.286141694147675,-3.7539524492834646
1083,ley027g-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,baseline,,99.0,0.8638410883889158,0.006970097033331717,-21.857330985127632,-27.6394529705867,0.0,baseline,6.629661761372596,1.0727982620008292,-1.192546983941564,5.229679814973553,0.8440543734990615,-1.5638352384117664
1084,ley027g-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,pupil,-0.09718372224357996,99.0,0.8638410883889158,0.006970097033331717,-8.36283588811615,-12.216046897997195,0.0,pupil,6.629661761372596,1.0727982620008292,-1.192546983941564,5.229679814973553,0.8440543734990615,-1.5638352384117664
1085,ley027g-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,ACTIVE_1,-0.12909150366359434,99.0,0.8638410883889158,0.006970097033331717,2.1209269159808986,-12.4134082803096,0.0,ACTIVE_1,6.629661761372596,1.0727982620008292,-1.192546983941564,5.229679814973553,0.8440543734990615,-1.5638352384117664
1086,ley027g-a1,psth.fs20.pup-ld-st.pup.fil-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.fil,PASSIVE_1,-0.09399168605258715,99.0,0.8638410883889158,0.006970097033331717,-0.2024969052358065,-0.7663978118872796,0.0,PASSIVE_1,6.629661761372596,1.0727982620008292,-1.192546983941564,5.229679814973553,0.8440543734990615,-1.5638352384117664
