,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt
0,BRT015c-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,baseline,,95.0,0.8714953265912733,0.008926163468812719,0.4292546639710911,1.0127550730763843,0.0,baseline
1,BRT015c-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,pupil,0.0020515855141779514,95.0,0.8714953265912733,0.008926163468812719,0.00626037234645826,-0.00327167299523472,0.0,pupil
2,BRT015c-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.00038453160531765404,95.0,0.8714953265912733,0.008926163468812719,0.017694698066334655,-0.021816169174717483,0.0,ACTIVE_1
3,BRT015c-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,0.0014696952964229583,95.0,0.8714953265912733,0.008926163468812719,-0.0073245081593663,-0.01454019936344395,0.0,PASSIVE_1
4,BRT015c-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,0.0017199354568831011,95.0,0.8714953265912733,0.008926163468812719,0.004812037196051623,0.0010923991076370386,0.0,ACTIVE_2
5,BRT015c-a1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_2,0.0012160678996733121,95.0,0.8714953265912733,0.008926163468812719,0.06417549741785955,-0.039299520698413345,0.0,PASSIVE_2
6,ley046f-62-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,baseline,,95.0,0.3942887384250137,0.025407866516840575,2.24042695141856,0.9558026496773737,0.0,baseline
7,ley046f-62-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,pupil,-0.0007929585123014316,95.0,0.3942887384250137,0.025407866516840575,0.011306204770900488,-0.001009538171282921,0.0,pupil
8,ley046f-62-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,-0.00030453124208997326,95.0,0.3942887384250137,0.025407866516840575,0.012850002778497602,0.07764433190185482,0.0,ACTIVE_1
9,ley046f-62-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,-0.000383886292242294,95.0,0.3942887384250137,0.025407866516840575,-0.04614653978908202,-0.06309066334824041,0.0,PASSIVE_1
