,cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,sp,state_chan_alt,d_amplitude,d_base,d_kappa,d_offset,dc_mod,g_amplitude,g_base,g_kappa,g_offset,gain_mod
3474,AMT022c-13-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,baseline,0.0,85.0,[0.45784548],[0.02108215],,,,baseline,0.003270141252028261,0.004642387057728011,5.8751213697810865e-05,-6.105342349337798e-05,0.0,0.9076084345523621,-0.13279033367829907,-0.034647495109101596,0.0344020680651231,0.0
3475,AMT022c-13-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,pupil,-0.09262836891412474,85.0,[0.45784548],[0.02108215],,,,pupil,-0.009310990412275616,0.004642278773471717,0.032089240156833565,0.05184819144488978,-0.004315238805639996,1.76538850387598,-0.13279034011389465,-0.678680103253124,-1.244317553712754,0.6395064848434306
3476,AMT022c-13-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1,-0.052506924116476686,85.0,[0.45784548],[0.02108215],,,,ACTIVE_1,0.010859496981669398,0.004642214164407976,-0.002257873743478687,-0.01484439084529968,-0.002364537053828967,0.37803131344777235,-0.13279001292438686,-0.044018290488797525,-0.018177023144303025,0.356906676432308
3477,AMT022c-13-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_2,-0.05330375129452468,85.0,[0.45784548],[0.02108215],,,,ACTIVE_2,-0.0014358948702018356,0.004642108847988618,-0.004051165600674206,0.006191067205545646,-0.002507223032967128,-0.0017267322119500345,-0.13279008767620862,-0.006846215953898527,-0.0038793337156710446,0.38666598609821573
3478,AMT022c-13-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1Xpup,-0.06913279153168479,85.0,[0.45784548],[0.02108215],,,,ACTIVE_1Xpup,-0.007146909419943555,0.004641745449630012,-0.017504404684117146,0.00552429449750431,-0.002727261612696492,-0.1247512721029977,-0.13279060397568057,-0.009743197401289969,-0.0245758173227667,0.3946426120043824
3479,AMT022c-13-1,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_2Xpup,-0.0502408494910195,85.0,[0.45784548],[0.02108215],,,,ACTIVE_2Xpup,0.011143165281316113,0.004642008879394683,-0.005207027300202555,0.0004898100626443078,-0.002703062930918261,0.29449891986321836,-0.13279011730715928,0.002102321412446086,0.015773836000543905,0.39780614681816695
3480,AMT026a-55-3,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,baseline,0.0,85.0,[0.827097],[0.00786469],,,,baseline,0.03313191872055432,0.04847526559221589,-0.01207103311315171,0.012075894561705974,0.0,0.8894403914834335,-0.15661792051223689,-0.04356644989005144,0.04245472650625017,0.0
3481,AMT026a-55-3,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,pupil,0.13395217769327425,85.0,[0.827097],[0.00786469],,,,pupil,0.5037147338374326,0.04847557952124157,-0.08916533866755263,1.2764102296917519,0.050151574374489236,2.5118890872166992,-0.15661379694603347,-1.552545774557931,-1.387141211074433,0.3069165554920761
3482,AMT026a-55-3,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1,0.05753927466882073,85.0,[0.827097],[0.00786469],,,,ACTIVE_1,0.00651360251495871,0.04847566985649658,-0.03043530289992614,-0.048461614820230814,0.020515911388794952,-0.07241237228916232,-0.1566148684611584,-0.05881887318775257,-0.030659992114772695,0.15372451526125006
3483,AMT026a-55-3,psth.fs20.pup-ld-st.pup.afl0.pxf0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.afl0.pxf0,ACTIVE_1Xpup,0.0755344330270636,85.0,[0.827097],[0.00786469],,,,ACTIVE_1Xpup,-0.013252795969989817,0.048475989026951785,-0.03941870521041989,-0.0009879116348586751,0.029804224377770427,0.01658615245530304,-0.15661675736120373,-0.010989608737079559,0.0037480932335105287,0.17264272638938008
