,cellid,modelname,state_sig,state_chan,MI,r,r_se,d,g,state_chan_alt
0,BRT037b-36-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,,0.9636813703186473,0.0031359775938588205,0.0005129314276834468,1.0125308786412677,baseline
1,BRT037b-36-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.007086800885336008,0.9636813703186473,0.0031359775938588205,-0.014611766412560881,0.03791663298089514,pupil
2,BRT037b-36-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.0002924704506907344,0.9636813703186473,0.0031359775938588205,-0.02877625771983402,-0.03257675453240747,ACTIVE_1
3,BRT037b-36-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,-0.001164921744523504,0.9636813703186473,0.0031359775938588205,0.006370339771625712,-0.1952623089904268,PASSIVE_1
4,BRT037b-36-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,0.0025393452784056828,0.9636813703186473,0.0031359775938588205,0.10902155151332305,0.15064244661788223,ACTIVE_2
5,BRT037b-36-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_2,-0.00010631766763167296,0.9636813703186473,0.0031359775938588205,0.033005399153121937,-0.02317475545075936,PASSIVE_2
6,BRT037b-13-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,,0.966586156442965,0.0022140655121663556,-0.0015726663458457443,1.0572719485799325,baseline
7,BRT037b-13-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,-0.035648351206761374,0.966586156442965,0.0022140655121663556,-0.011090807104332672,-0.012650153389102114,pupil
8,BRT037b-13-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_1,0.016681685700445804,0.966586156442965,0.0022140655121663556,-0.011548144055878323,-0.01640397501729843,ACTIVE_1
9,BRT037b-13-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_1,0.004623683999067985,0.966586156442965,0.0022140655121663556,0.004600283709239752,0.02388299954634287,PASSIVE_1
10,BRT037b-13-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,ACTIVE_2,-0.0031596317682474635,0.966586156442965,0.0022140655121663556,-0.00873815070084743,-0.031524761706652596,ACTIVE_2
11,BRT037b-13-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,PASSIVE_2,-0.007586256398634007,0.966586156442965,0.0022140655121663556,-0.0051804012147302955,0.012544708409653252,PASSIVE_2
12,BRT036b-20-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,baseline,,0.7843333414647181,0.010023158577704796,0.06489902744361577,1.1344051125182761,baseline
13,BRT036b-20-1,psth.fs20.pup-ld-st.pup0.fil0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.fil0,pupil,0.00183277086799106,0.7843333414647181,0.010023158577704796,0.02056700864071288,0.10916704882493908,pupil
