cellid,modelname,state_sig,state_chan,MI,isolation,r,r_se,d,g,state_chan_alt,R2,area,sign,experimenter,onBF,SU,animal,task,bestsnr,bestbf,PASSIVE_0_snr,PASSIVE_0_bf,PASSIVE_0,ACTIVE_1_snr,ACTIVE_1_bf,ACTIVE_1,ACTIVE_1_tf,ACTIVE_1_tardist,PASSIVE_1_snr,PASSIVE_1_bf,PASSIVE_1,ACTIVE_2_snr,ACTIVE_2_bf,ACTIVE_2,ACTIVE_2_tf,ACTIVE_2_tardist,ACTIVE_3_snr,ACTIVE_3_bf,ACTIVE_3,ACTIVE_3_tf,ACTIVE_3_tardist,ACTIVE_0_snr,ACTIVE_0_bf,ACTIVE_0,ACTIVE_0_tf,ACTIVE_0_tardist,PASSIVE_2_snr,PASSIVE_2_bf,PASSIVE_2,PASSIVE_3_snr,PASSIVE_3_bf,PASSIVE_3,ACTIVE_4_snr,ACTIVE_4_bf,ACTIVE_4,ACTIVE_4_tf,ACTIVE_4_tardist,PASSIVE_4_snr,PASSIVE_4_bf,PASSIVE_4,R2_diff,MIbeh_only,MIbeh_unique,sig_ubeh,sig_upup,sig_state,R2beh_unique,R2pup_unique
BRT026c-16-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,baseline,,85.0,0.9433635015790118,0.002142154438545032,-0.0022117522213346394,1.013984361340913,baseline,0.8899346961114143,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,pupil,-0.005749838745301922,85.0,0.9433635015790118,0.002142154438545032,-0.027213738906187217,-0.005865183393097186,pupil,0.8899346961114143,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup0.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh0,active,-0.0002401684143755633,85.0,0.9433635015790118,0.002142154438545032,-0.02076818325001416,0.005128039990876568,active,0.8899346961114143,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup0.beh-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh,baseline,,85.0,0.9441022671513648,0.002099739478872716,-0.001131396861547796,1.0151978255682628,baseline,0.891329090840347,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup0.beh-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh,pupil,0.02041120352847768,85.0,0.9441022671513648,0.002099739478872716,-0.031931842591510176,-0.016700431570842538,pupil,0.891329090840347,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup0.beh-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup0.beh,active,0.048473612912717935,85.0,0.9441022671513648,0.002099739478872716,0.2388527497619365,0.7912717184029944,active,0.891329090840347,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.beh0,baseline,,85.0,0.9462078192444008,0.002212332645987244,-0.3707541826788504,1.2694117327026757,baseline,0.8953092371992446,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.beh0,pupil,0.06772709709403553,85.0,0.9462078192444008,0.002212332645987244,1.724791981599844,0.7465670486133352,pupil,0.8953092371992446,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup.beh0-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.beh0,active,0.0661145842060498,85.0,0.9462078192444008,0.002212332645987244,-0.4112599439726449,0.5461999974439457,active,0.8953092371992446,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
BRT026c-16-1,psth.fs20.pup-ld-st.pup.beh-ref-psthfr.s_sdexp.S_jk.nf20-basic,st.pup.beh,baseline,,85.0,0.9465521005657012,0.002287641646442338,-3.4450830799394074,1.774950518990725,baseline,0.8959608790853413,A1,TBD,DS,False,False,BRT,TIN,0.60217,3917,0.25024,18277,BRT026c09_p_PTD.m,0.25742,21773.0,BRT026c11_a_PTD.m,14000.0,-1.8376,,,,0.035223000000000004,18277.0,BRT026c12_a_PTD.m,14000.0,-1.8376,,,,,,0.60217,3917.0,BRT026c08_a_PTD.m,14000.0,-1.8376,,,,,,,,,,,,,,,0.006026182973926986,0.048713781327093496,0.011146368082968108,False,False,False,0.0006516418860966766,0.004631788244994328
