,cellid,modelname,state_sig,state_chan,MI,r,r_se,d,g,state_chan_alt
82,btn112d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.7850953823925804,0.008186418574909295,2.090224755963281,0.9935865951723091,baseline
83,btn112d-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0002854649086441264,0.7850953823925804,0.008186418574909295,0.0020705530309157935,0.009498398554340193,ACTIVE_1
84,btn111b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.6053531262350972,0.019128346014828847,0.26229358198496266,1.0007820495008344,baseline
85,btn111b-b1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.0007963563126022037,0.6053531262350972,0.019128346014828847,0.002357877156670137,-0.0011179700139573635,ACTIVE_1
86,btn109c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.2614904257259814,0.03660252042165019,0.902227923893512,1.0028048019454725,baseline
87,btn109c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,0.0007843488772029325,0.2614904257259814,0.03660252042165019,-0.004129222880386481,-0.0053102426213831756,ACTIVE_1
88,btn105c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.766040729074064,0.014946089534195546,0.63370334382216,0.9561109897289558,baseline
89,btn105c-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00016445244382704295,0.766040729074064,0.014946089534195546,0.005973357898663394,0.056933691896319395,ACTIVE_1
90,btn105a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,baseline,,0.5511466604953332,0.026670214648974885,1.0011652533380886,0.9744823349128646,baseline
91,btn105a-a1,psth.fs20-ld-st.fil0-ref-psthfr.s_stategain.S_jk.nf20-basic,st.fil0,ACTIVE_1,-0.00033573012279191613,0.5511466604953332,0.026670214648974885,0.0031734953440904863,0.03836847849899021,ACTIVE_1
