-150,0,-0.078461,-0.058649
-150,156.25,-0.017871,-0.13448
-150,312.5,0.099448,-0.26258
-150,468.75,0.17531,-0.53105
-150,625,0.11197,-1.052
-150,781.25,-0.091924,-1.8534
-150,937.5,-0.27994,-2.8185
-150,1093.8,-0.34109,-3.7558
-150,1250,-0.30319,-4.5909
-150,1406.2,-0.19063,-5.282
-150,1562.5,-0.050823,-5.8086
-150,1718.8,0.050531,-6.2593
-150,1875,0.1435,-6.6205
-150,2031.2,0.27465,-6.8702
-150,2187.5,0.46946,-7.0506
-150,2343.8,0.71734,-7.1922
-150,2500,0.99565,-7.3887
-150,2656.2,1.2493,-7.6723
-150,2812.5,1.4252,-8.0999
-150,2968.8,1.5154,-8.6987
-150,3125,1.5084,-9.3372
-150,3281.2,1.446,-9.9086
-150,3437.5,1.3599,-10.355
-150,3593.8,1.2934,-10.511
-150,3750,1.283,-10.43
-150,3906.2,1.3056,-10.122
-150,4062.5,1.3918,-9.7618
-150,4218.8,1.5244,-9.3151
-150,4375,1.6559,-8.8438
-150,4531.2,1.7602,-8.4594
-150,4687.5,1.802,-8.1588
-150,4843.8,1.7366,-7.916
-150,5000,1.5682,-7.8393
-150,5156.2,1.279,-7.8053
-150,5312.5,0.95915,-7.7933
-150,5468.8,0.59189,-7.6427
-150,5625,0.27605,-7.4394
-150,5781.2,0.011177,-7.1695
-150,5937.5,-0.21581,-6.8959
-150,6093.8,-0.46421,-6.7144
-150,6250,-0.80433,-6.6638
-150,6406.2,-1.3084,-6.7171
-150,6562.5,-1.936,-6.8831
-150,6718.8,-2.6818,-7.0992
-150,6875,-3.4191,-7.3946
-150,7031.2,-4.0588,-7.6749
-150,7187.5,-4.5125,-7.9581
-150,7343.8,-4.7546,-8.2145
-150,7500,-4.8186,-8.3885
-150,7656.2,-4.751,-8.4962
-150,7812.5,-4.6457,-8.5141
-150,7968.8,-4.5704,-8.51
-150,8125,-4.5272,-8.4905
-150,8281.2,-4.5271,-8.4705
-150,8437.5,-4.5505,-8.4894
-150,8593.8,-4.5723,-8.5451
-150,8750,-4.607,-8.6597
-150,8906.2,-4.667,-8.8673
-150,9062.5,-4.7829,-9.1198
-150,9218.8,-4.9377,-9.3792
-150,9375,-5.1442,-9.583
-150,9531.2,-5.3686,-9.7133
-150,9687.5,-5.576,-9.7695
-150,9843.8,-5.7259,-9.7626
-150,10000,-5.8125,-9.7589
-150,10156,-5.8234,-9.7368
-150,10312,-5.7886,-9.7432
-150,10469,-5.7472,-9.7945
-150,10625,-5.7474,-9.901
-150,10781,-5.7923,-10.022
-150,10938,-5.8805,-10.22
-150,11094,-6.064,-10.456
-150,11250,-6.3769,-10.651
-150,11406,-6.7629,-10.817
-150,11562,-7.267,-10.995
-150,11719,-7.8053,-11.094
-150,11875,-8.2854,-11.164
-150,12031,-8.6554,-11.26
-150,12188,-8.8595,-11.366
-150,12344,-8.96,-11.339
-150,12500,-8.9203,-11.232
-150,12656,-8.7803,-11.122
-150,12812,-8.5739,-10.929
-150,12969,-8.3554,-10.728
-150,13125,-8.142,-10.642
-150,13281,-7.886,-10.575
-150,13438,-7.6212,-10.515
-150,13594,-7.3787,-10.535
-150,13750,-7.0861,-10.681
-150,13906,-6.7235,-10.869
-150,14062,-6.3338,-11.078
-150,14219,-6.0406,-11.284
-150,14375,-5.7226,-11.391
-150,14531,-5.4589,-11.389
-150,14688,-5.3205,-11.389
-150,14844,-5.1537,-11.422
-150,15000,-4.9264,-11.493
-150,15156,-4.6561,-11.656
-150,15312,-4.4265,-11.911
-150,15469,-4.1752,-12.188
-150,15625,-3.916,-12.428
-150,15781,-3.8041,-12.565
-150,15938,-3.7403,-12.584
-150,16094,-3.6663,-12.532
-150,16250,-3.6874,-12.484
-150,16406,-3.7593,-12.494
-150,16562,-3.8183,-12.602
-150,16719,-3.8757,-12.768
-150,16875,-3.971,-12.954
-150,17031,-4.0277,-13.14
-150,17188,-3.9957,-13.295
-150,17344,-3.9521,-13.412
-150,17500,-3.8835,-13.513
-150,17656,-3.7718,-13.591
-150,17812,-3.6643,-13.645
-150,17969,-3.5668,-13.748
-150,18125,-3.4329,-13.874
-150,18281,-3.3074,-13.978
-150,18438,-3.2245,-14.133
-150,18594,-3.158,-14.375
-150,18750,-3.0979,-14.677
-150,18906,-3.0686,-15.088
-150,19062,-3.0695,-15.677
-150,19219,-3.0542,-16.29
-150,19375,-3.0419,-16.87
-150,19531,-3.0352,-17.393
-150,19688,-3.0188,-17.818
-150,19844,-2.9956,-18.117
-150,20000,-2.9852,-18.377
-140,0,-0.091258,0.0046786
-140,156.25,-0.0073689,-0.044181
-140,312.5,0.16197,-0.14606
-140,468.75,0.31925,-0.39034
-140,625,0.37782,-0.8744
-140,781.25,0.33324,-1.6006
-140,937.5,0.297,-2.4489
-140,1093.8,0.3147,-3.2309
-140,1250,0.3873,-3.9301
-140,1406.2,0.5196,-4.4989
