,A1_cellid,A1_snr,PEG_cellid,PEG_snr
238,DRX006b-95-1,0.12322399075109143,ARM028b-33-1,0.12303686905052053
239,DRX006b-95-1,0.12322399075109143,ARM017a-06-2,0.1231328584977491
240,DRX006b-46-1,0.12381744083615785,ARM019a-15-2,0.12374752687684988
241,DRX007a-109-1,0.12672856705692098,ARM025a-07-4,0.1270496884645016
242,TNC018a-36-2,0.12799075165520699,ARM017a-31-2,0.1277325044864831
243,TNC016a-43-1,0.12868990995522964,ARM018a-33-1,0.12883513214788692
244,TNC014a-03-1,0.1305116952778377,ARM019a-26-1,0.13054641048204846
245,TNC014a-03-1,0.1305116952778377,ARM017a-46-1,0.13063246992791855
246,TNC014a-03-1,0.1305116952778377,ARM025a-19-1,0.13065172043818438
247,TNC016a-38-1,0.1312124241417737,ARM019a-19-3,0.13094134937205285
248,TNC008a-17-4,0.13217795553165315,ARM022b-54-2,0.13199721346483953
249,TNC008a-17-4,0.13217795553165315,ARM019a-09-2,0.1320531794714878
250,TNC015a-34-2,0.13231189135792415,ARM018a-12-1,0.13279663281732568
251,ARM029a-50-1,0.13422747036809105,ARM028b-12-3,0.13375288542055286
252,TNC014a-25-1,0.13459346008579265,ARM022b-43-1,0.1348987261396496
253,DRX006b-68-3,0.13529344754413167,ARM024a-09-2,0.135314769199214
254,TNC015a-30-1,0.13705851778274314,ARM018a-31-1,0.13737363848365972
255,DRX008b-62-2,0.13818449291995905,ARM028b-04-2,0.13778713164113676
256,DRX008b-62-2,0.13818449291995905,ARM027a-48-3,0.13780524733671326
257,TNC015a-33-1,0.138818618382352,ARM017a-58-3,0.13898533129101776
258,TNC017a-12-2,0.14149457175050004,ARM021b-46-5,0.14152090121967342
259,DRX006b-24-4,0.1439606263011351,ARM021b-36-7,0.14386746072248555
260,DRX008b-72-3,0.14562658035360845,ARM024a-20-1,0.14538716221228573
261,TNC017a-49-2,0.14716810722293416,ARM022b-46-1,0.14716042454281245
262,TNC017a-25-3,0.14786883848577845,ARM018a-19-1,0.14774143370157555
263,TNC014a-34-4,0.1508090799912113,ARM023a-33-2,0.15098849699979014
264,TNC014a-04-1,0.1512842624391436,ARM019a-22-1,0.15108223555626565
265,TNC014a-04-1,0.1512842624391436,ARM028b-34-1,0.15133670831525825
266,TNC008a-29-3,0.15529338489408334,ARM026b-41-1,0.154996381136732
267,TNC008a-29-3,0.15529338489408334,ARM027a-22-3,0.1555144794937361
268,TNC016a-45-1,0.15692470740194614,ARM021b-34-2,0.1566167089049312
269,TNC016a-45-1,0.15692470740194614,ARM019a-01-4,0.15667218137256272
270,ARM029a-25-5,0.1599922590283409,ARM019a-25-2,0.16003524827180107
271,TNC018a-52-1,0.16125964716039845,ARM024a-50-2,0.16142702621400706
272,TNC017a-21-1,0.16494231941300702,ARM024a-54-2,0.16465963115738094
273,TNC014a-05-1,0.1663284011190428,ARM028b-42-1,0.16631229264793432
274,TNC014a-05-1,0.1663284011190428,ARM018a-36-2,0.16632533514080985
275,TNC014a-34-3,0.1667502310239916,ARM021b-13-2,0.16688996251096974
276,TNC014a-34-3,0.1667502310239916,ARM021b-45-6,0.1670699403130181
277,DRX006b-37-1,0.16888277036822846,ARM021b-29-3,0.1687730374286699
278,TNC020a-40-1,0.16914796239216587,ARM027a-22-5,0.16933212465395867
279,TNC010a-33-4,0.1735828724987544,ARM019a-20-5,0.17359717274169173
280,ARM033a-49-4,0.1746762857794678,ARM019a-13-1,0.1744000081288478
281,TNC020a-36-1,0.17535877864348035,ARM018a-37-1,0.1751280175354538
282,TNC010a-33-2,0.17571514343678013,ARM021b-36-6,0.17596046625916809
283,DRX007a-33-1,0.18183102754398134,ARM028b-39-1,0.18146298432972666
284,DRX007a-33-1,0.18183102754398134,ARM024a-29-1,0.1815206756487221
285,TNC021a-46-1,0.18431388063968795,ARM019a-34-2,0.1841802201578968
286,TNC021a-46-1,0.18431388063968795,ARM024a-61-1,0.1844514480718575
287,DRX008b-123-4,0.18556671883520176,ARM021b-22-3,0.18563452082885787
288,DRX007a-106-1,0.1861862728932096,ARM022b-32-1,0.18632884934712932
289,CRD016d-17-1,0.18779309223459395,ARM024a-35-1,0.18763220333387848
290,DRX006b-100-2,0.18790629949145052,ARM018a-36-1,0.1885438730757998
291,DRX008b-121-3,0.19546318661580367,ARM017a-25-3,0.19524264194466376
292,TNC020a-16-1,0.196861358288658,ARM019a-55-2,0.19708100289722688
293,TNC008a-13-4,0.20228360761180145,ARM019a-01-5,0.20228488308180612
294,TNC018a-55-1,0.20329753238751827,ARM022b-42-4,0.2032910455335366
295,DRX007a-103-3,0.2040676550161236,ARM017a-07-5,0.2038956252679488
296,DRX007a-103-3,0.2040676550161236,ARM022b-31-2,0.2048069644292915
297,DRX007a-103-3,0.2040676550161236,ARM024a-54-1,0.20498637409563894
298,TNC020a-27-1,0.208854192007686,ARM021b-40-4,0.20894026330602208
299,TNC015a-27-1,0.21562429540698694,ARM024a-39-1,0.21499894165162547
300,TNC015a-27-1,0.21562429540698694,ARM021b-16-6,0.2153386469835611
301,TNC010a-45-1,0.22348511178579253,ARM017a-39-4,0.2234740894495955
302,TNC013a-40-4,0.22431913906641976,ARM023a-06-1,0.22470638297951734
303,DRX008b-120-3,0.2287890165093203,ARM028b-43-1,0.22912441517445714
304,DRX008b-120-3,0.2287890165093203,ARM018a-16-2,0.2291579015918627
305,TNC021a-25-1,0.239267853309474,ARM021b-26-3,0.2393805004022175
306,ARM033a-02-2,0.2471861478832373,ARM026b-34-3,0.24741245760637576
307,DRX008b-31-1,0.2540009346196069,ARM018a-22-3,0.2537373809133305
308,TNC009a-42-3,0.25807752635903936,ARM021b-46-4,0.258453490095895
309,TNC009a-11-1,0.2590220489064518,ARM018a-07-1,0.25878025043241604
310,TNC018a-33-1,0.261597611604383,ARM018a-43-1,0.26275507819276184
311,ARM030a-28-2,0.2769634593667735,ARM024a-48-2,0.27911693439096924
312,ARM033a-48-3,0.2817696096886136,ARM021b-25-2,0.27993904663640834
313,ARM033a-48-3,0.2817696096886136,ARM021b-42-5,0.2801114512004905
314,ARM033a-48-3,0.2817696096886136,ARM022b-55-3,0.2809899102535533
315,DRX006b-104-3,0.2844498048194927,ARM027a-09-6,0.28526105244837235
316,TNC020a-10-1,0.2951890719239649,ARM024a-63-1,0.29690549951265344
317,TNC020a-10-1,0.2951890719239649,ARM019a-10-2,0.2971307807081933
318,TNC020a-15-1,0.3001659618133761,ARM017a-61-1,0.2996017991071389
319,ARM031a-52-4,0.3096844412703333,ARM025a-34-1,0.3105050433464729
320,TNC018a-22-1,0.3152028712211261,ARM026b-28-2,0.3139023879240349
321,TNC021a-38-1,0.33076668547481897,ARM024a-29-2,0.31963097084457776
322,TNC021a-38-1,0.33076668547481897,ARM022b-12-2,0.3203135059152607
323,ARM032a-13-2,0.33838405118512704,ARM022b-25-3,0.3372127539967781
324,ARM032a-13-2,0.33838405118512704,ARM017a-36-3,0.33793474121057204
325,ARM032a-13-2,0.33838405118512704,ARM026b-23-1,0.33855990402005404
326,TNC010a-43-1,0.36510995320368606,ARM017a-42-2,0.3648172359576348
327,TNC020a-48-1,0.3722130468303332,ARM017a-45-1,0.3717387019897491
328,TNC020a-48-1,0.3722130468303332,ARM025a-36-1,0.37234594160987705
329,CRD017c-28-2,0.3776732138799693,ARM022b-40-1,0.3778114616461508
330,TNC014a-10-1,0.4136117276926916,ARM026b-07-2,0.41633789194178267
331,ARM030a-25-3,0.4621101926005249,ARM021b-15-3,0.4454335696168421
332,ARM030a-25-3,0.4621101926005249,ARM021b-08-3,0.4553872716975349
333,ARM030a-25-3,0.4621101926005249,ARM021b-33-5,0.4624831222583123
334,TNC010a-41-2,0.4749780376249471,ARM017a-42-1,0.47474644960980295
335,ARM031a-33-2,0.5117743854585959,ARM024a-33-1,0.509642308657394
336,TNC010a-41-3,0.5717366945980592,ARM024a-42-1,0.5902569128243235
